1120,þrútnan,Nb
1121,biðlyndi,Nb
1122,skilsamligr,A-
1123,dróttinligr,A-
1124,leti,Nb
1125,dvena,V-
1126,gleðia,V-
1127,of,X-
1128,munkr,Nb
1129,einseta,Nb
1130,stiórnligr,A-
1131,forað,Nb
1132,sæta,V-
1133,svefni,Nb
1134,tómlæti,Nb
1135,torveldi,Nb
1136,moglan,Nb
1137,lausyrði,Nb
1138,einurð,Nb
1139,ætlan,Nb
1140,framning,Nb
1141,íþrótt,Nb
1142,vaka,Nb
1143,torveldliga,Df
1144,sýsla,V-
1145,sýslulauss,A-
1146,úgleði,Nb
1147,skaðvænligr,A-
1148,tormœði,Nb
1149,hugløysi,Nb
1150,illendi,Nb
1151,viðrmæli,Nb
1152,skemtan,Nb
1153,veraldartígn,Nb
1154,fegrð,Nb
1155,lim,Nb
1156,skróp,Nb
1157,líking,Nb
1158,verkfé,Nb
1159,skammiligr,A-
1160,úmildi,Nb
1161,fylking,Nb
1162,hermaðr,Nb
1163,véla,V-
1164,siðlæti,Nb
1165,nafn,Nb
1166,Vitra,Ne
1167,Réttlæti,Ne
1168,Styrkt,Ne
1169,Hófsemi,Ne
1170,gervi,Nb
1171,prýði,Nb
1172,siðr,Nb
1173,gofgan,Nb
1174,upphafligr,A-
1175,vitra,Nb
1176,hófsemi,Nb
1177,eiginligr,A-
1178,sigr,Nb
1179,of,Df
1180,álitligr,A-
1181,Iésús,Ne
1182,skapa,V-
1183,stilliliga,Df
1184,léttr,A-
1185,elskandi,Nb
1186,ok,Nb
1187,hœgr,A-
1188,byrðr,Nb
1189,ilmr,Nb
1190,úþrotligr,A-
1191,berging,Nb
1192,lióð,Nb
1193,skemtiligr,A-
1194,átak,Nb
1195,skuggi,Nb
1196,fugl,Nb
1197,svíkia,V-
1198,trúliga,Df
1199,úaflátliga,Df
1200,yrkia,V-
1201,Wido,Ne
1202,handbók,Nb
1203,úfarsæla,Nb
1204,himinríki,Nb
1205,iafn,A-
1206,innganga,Nb
1207,aldr,Nb
1208,grein,Nb
1209,lærðr,A-
1210,úlærðr,A-
1211,gamall,A-
1212,amen,I-
1213,dróttinsdagr,Nb
1214,víðr,A-
1215,tíðr,A-
1216,Augustus,Ne
1217,keisari,Nb
1218,herr,Nb
1219,Betlehemborg,Ne
1220,stiarna,Nb
1221,lióss,A-
1222,spá,V-
1223,burðr,Nb
1224,mær,Nb
1225,þorsti,Nb
1226,elli,Nb
1227,myrkr,Nb
1228,óp,Nb
1229,reimr,Nb
1230,veinan,Nb
1231,sorg,Nb
1232,œska,Nb
1233,fylgia,V-
1234,sála,Nb
1235,Daniel,Ne
1236,þúsund,Nb
1237,tíu,Py
1238,sinn(i),Nb
1239,hundrað,Nb
1240,syngia,V-
1241,himnadróttinn,Nb
1242,vegsemd,Nb
1243,hingat,Df
1244,hiolp,Nb
1245,undarligr,A-
1246,vetr,Nb
1247,miðr,A-
1248,ró,Nb
1249,helgr,Nb
1250,veldi,Nb
1251,María,Ne
1252,sunnudagr,Nb
1253,folk,Nb
1254,Herodes,F-
1255,barn,Nb
1256,smalamaðr,Nb
1257,sauðr,Nb
1258,fiall,Nb
1259,Betlehem,Ne
1260,dýrliga,Df
1261,sanctus,F-
1262,Gabriel,Ne
1263,bleza,V-
1264,aldin,Nb
1265,karlmaðr,Nb
1266,umskyggia,V-
1267,áðr,G-
1268,kvennkyn,Nb
1269,sakir,R-
1270,Eva,Ne
1271,ormr,Nb
1272,epli,Nb
1273,selia,V-
1274,kvennakyn,Nb
1275,tré,Nb
1276,þokk,Nb
1277,langfeðr,Nb
1278,kirkiusókn,Nb
1279,hvar,Du
1280,ríkia,V-
1281,offylli,Nb
1282,yfirbót,Nb
1283,dauðadagr,Nb
1284,7,X-
1285,heitr,A-
1286,ei,Df
1287,hǫfuð,Nb
1288,120,X-
1289,tunga,Nb
1290,armr,A-
1291,vei,I-
1292,ala,V-
1293,David,F-
1294,vesalingr,Nb
1295,hús,Nb
1296,dyrr,Nb
1297,40,X-
1298,krossfesta,V-
1299,rækia,V-
1300,beria,V-
1301,kross,Nb
1302,þyrnihialmr,Nb
1303,háðung,Nb
1304,spiót,Nb
1305,síða,Nb
1306,blóð,Nb
1307,rísa,V-
1308,síðan,G-
1309,sólskin,Nb
1310,regn,Nb
1311,blóm,Nb
1312,úsynia,Nb
1313,fyrirgera,V-
1314,réttvísa,Nb
1315,kiósa,V-
1316,endalauss,A-
1317,vist,Nb
1318,systir,Nb
1319,tolf,Py
1320,veria,V-
1321,þiggia,V-
1322,burðartíð,Nb
1323,rœkia,V-
1324,gæfuliga,Df
1325,bǽði,C-
1326,gaum,Nb
1327,hofuðsynd,Nb
1328,dœgr,Nb
1329,kirkia,Nb
1330,langræki,Nb
1331,mikillæti,Nb
1332,rangleikr,Nb
1333,lausung,Nb
1334,meineiðr,Nb
1335,mútufé,Nb
1336,trúa,Nb
1337,lyf,Nb
1338,gerning,Nb
