TOROT form,Autoreconstructed LCS,Autonormalised OCS
аште,aћe,аще
вьси,vьxi,вьси
съблазнѧтъ,sъblaznętъ,съблазнѧтъ
сѧ,sę,сѧ
нъ,nъ,нъ
не,ne,не
азъ,azъ,азъ
ꙇ,i,и
г҃ла,golgola,глагола
емоу,jemu,ѥмоу
и҃съ,jisusъ,исоусъ
Аминь,aminь,аминь
г҃лѭ,golgoĺǫ,глаголѭ
ти,ti,ти
ѣко,ako,ако
тꙑ,ty,тъі
дьнесь,dьnьsь,дьньсь
вь,vъ,въ
сьѭ,sьjǫ,сиѭ
ноштъ,noћь,нощь
прѣжде,perђe,прѣжде
даже,daže,даже
въторицеѭ,vъtorikejǫ,въторицеѭ
кокотъ,kokotъ,кокотъ
не,ne,не
в҃ъзгласитъ,vъzgolsitъ,възгласитъ
три,tri,три
кратꙑ,korty,кратъі
отъвръжеши,otъvŕ̥žeši,отъврьжеши
сѧ,sę,сѧ
мене,mene,мене
онъ,onъ,онъ
же,že,же
излиха,jьzlixa,излисꙗ
г҃лааше,golgolaaše,глаголааше
паче,pače,паче
аште,aћe,аще
ми,mi,ми
сѧ,sę,сѧ
ключитъ,kĺučitъ,ключитъ
съ,﻿sъ,﻿съ
тобоѭ,tobojǫ,тобоѭ
оумьрѣти,umerti,оумрѣти
не,ne,не
отъвръгѫ,otъvŕ̥gǫ,отъврьгѫ
сѧ,sę,сѧ
тебе,tebe,тебе
такожде,takoђe,такожде
и,i,и
вьси,vьxi,вьси
г҃лаахѫ,golgolaaxǫ,глаголаахѫ
Придѫ,prijьdǫ,приидѫ
вь,vъ,въ
весь,vьsь,вьсь
еиже,jejьže,ѥиже
имѧ,jьmę,имѧ
ꙉетъсимани,ǵetъsimani,ꙉетъсимани
ꙇ,i,и
г҃ла,golgola,глагола
оученикомъ,učenikomъ,оученикомъ
своимъ,svojimъ,своимъ
сѧдѣте,sęděte,сѧдѣте
съде,sьde,сьде
доньдеже,dońьdeže,дон҄ьдеже
шедъ,šьdъ,шьдъ
помолѭ,pomodĺǫ,помодлѭ
сѧ,sę,сѧ
ꙇ,i,и
поѩтъ,pojętъ,поѩтъ
петра,petra,петра
и,i,и
иѣкова,ijǞkova,иꙗкова
ꙇ,i,и
оана,ijoana,иоана
съ,﻿sъ,﻿съ
собоѭ,sobojǫ,собоѭ
и,i,и
начѧтъ,načętъ,начѧтъ
оужасати,užǞsati,оужасати
сѧ,sę,сѧ
и,i,и
тѫжити,tǫžiti,тѫжити
ꙇ,i,и
г҃ла,golgola,глагола
имъ,jimъ,имъ
прискръбъна,priskr̥bьna,прискръбьна
естъ,jestъ,ѥстъ
д҃ша,dušǞ,доуша
моѣ,mojǞ,моꙗ
до,do,до
съмръти,sъmŕ̥ti,съмрьти
пожидѣте,požiděte,пожидѣте
съде,sьde,сьде
и,i,и
бьдите,bъdite,бъдите
и,i,и
прѣшедъ,peršьdъ,прѣшьдъ
мало,malo,мало
паде,pade,паде
на,na,на
земли,zemĺi,земл҄и
и,i,и
молѣаше,modĺǞaše,модлꙗаше
сѧ,sę,сѧ
да,da,да
аште,aћe,аще
възможъно,vъzmožьno,възможьно
естъ,jestъ,ѥстъ
мимо идетъ,mimojьdetъ,мимоидетъ
отъ,otъ,отъ
него,ńego,н҄его
часъ,čǞsъ,часъ
ꙇ,i,и
г҃лаше,golgolaaše,глаголааше
авва,avъva,авъва
о҃тцъ,otьče,отьче
въсѣ,vьxa,вьсꙗ
възможъна,vъzmožьna,възможьна
тебѣ,tebě,тебѣ
сѫтъ,sǫtъ,сѫтъ
мимо неси,mimonesi,мимонеси
чашѫ,čǞšǫ,чашѫ
сиѭ,sьjǫ,сиѭ
отъ,otъ,отъ
мене,mene,мене
Нъ,nъ,нъ
не,ne,не
ѣко,ako,ако
азъ,azъ,азъ
хоштѫ,xoћǫ,хощѫ
нъ,nъ,нъ
еже,ježe,ѥже
тъ,tъ,тъ
ꙇ,i,и
приде,prijьde,прииде
ꙇ,i,и
обрѣте,obrěte,обрѣте
ѩ,ję,ѩ
съпѧштѧ,sъpęћę,съпѧщѧ
и,i,и
г҃ла,golgola,глагола
петрови,petrovi,петрови
симоне,simone,симоне
съпиши,sъpiši,съпиши
ли,li,ли
не,ne,не
възможе,vъzmože,възможе
единого,jedinogo,ѥдиного
часа,čǞsa,часа
побъдѣти,pobъděti,побъдѣти
бьдите,bъdite,бъдите
и,i,и
молите,modlite,молите
сѧ,sę,сѧ
да,da,да
не,ne,не
вьнидете,vъnidete,вънидете
въ,vъ,въ
напасть,napastь,напасть
д҃хъ,duxъ,доухъ
бо,bo,бо
естъ,jestъ,ѥстъ
бьдрь,bъdrъ,бъдръ
а,a,а
плътъ,plъtь,плъть
немоштъна,nemoћьna,немощьна
ꙇ,i,и
пакꙑ,paky,пакъі
шедъ,šьdъ,шьдъ
помоли,pomodli,помоли
сѧ,sę,сѧ
тожде,toђe,тожде
слово,slovo,слово
рекъ,rekъ,рекъ
и,i,и
възврашть,vъzvorћь,възвращь
сѧ,sę,сѧ
обрѣте,obrěte,обрѣте
ѩ,ję,ѩ
пакꙑ,paky,пакъі
съпѧштѧ,sъpęћę,съпѧщѧ
бѣашете,běašete,бѣашете
бо,bo,бо
имъ,jimъ,имъ
очи,oči,очи
тѧготьнѣ,tęgotьně,тѧготьнѣ
ꙇ,i,и
не,ne,не
оумѣхѫ,uměaxǫ,оумѣахѫ
чъто,čьto,чьто
бѫ,bǫ,бѫ
отъвѣштали,otъvěћǞli,отъвѣщали
емоу,jemu,ѥмоу
Ꙇ,i,и
приде,prijьde,прииде
третиици,tretьjiki,третиици
и,i,и
г҃ла,golgola,глагола
имъ,jimъ,имъ
съпите,sъpite,съпите
прочее҅,pročeje,прочеѥ
и,i,и
почиваите,počivajite,почиваите
приспѣ,prispě,приспѣ
коньчина,konьčina,коньчина
приде,prijьde,прииде
часъ,čǞsъ,часъ
се,se,се
прѣдаатъ,perdajetъ,прѣдаѥтъ
сѧ,sę,сѧ
с҃нъ,synъ,съінъ
ч҃лвчскꙑ,čьlověčьskъjь,чьловѣчьскъіи
въ,vъ,въ
рѫцѣ,rǫkě,рѫцѣ
грѣшъникомъ,grěšьnikomъ,грѣшьникомъ
въстанѣте,vъstaněte,въстанѣте
идѣмъ,jьděmъ,идѣмъ
се,se,се
прѣдаѩи,perdajęjь,прѣдаѩи
мѧ,mę,мѧ
приближи,približi,приближи
сѧ,sę,сѧ
ꙇ,i,и
абие,abьje,абиѥ
еште,ješčě,ѥщѣ
емоу,jemu,ѥмоу
г҃лѭщю,golgoĺǫћu,глаголѭщоу
приде,prijьde,прииде
июда,ijuda,июда
единъ,jedinъ,ѥдинъ
отъ,otъ,отъ
обоѭ,oboju,обою
на,na,на
десѧте,desęte,десѧте
и,i,и
съ,﻿sъ,﻿съ
нимь,ńimь,н҄имь
народъ,narodъ,народъ
мъногъ,mъnogъ,мъногъ
съ,﻿sъ,﻿съ
орѫжии,orǫžьji,орѫжии
и,i,и
дръкольми,dŕ̥kolьmi,дрькольми
отъ,otъ,отъ
архиереи,arъx́ijerejь,аръхиѥреи
и,i,и
кънижъникъ,kъńižьnikъ,кън҄ижьникъ
и,i,и
старецъ,starьkь,старьць
Дастъ,dastъ,дастъ
же,že,же
прѣдаѩи,perdajęjь,прѣдаѩи
его,jego,ѥго
знамение,znamenьje,знамениѥ
имъ,jimъ,имъ
г҃лѧ,golgoĺę,глаголѩ
егоже,jegože,ѥгоже
аште,aћe,аще
лобъжѫ,lobъžǫ,лобъжѫ
имѣте,jьměte,имѣте
и,jь,и
тъ,tъ,тъ
естъ,jestъ,ѥстъ
и,i,и
ведѣте,veděte,ведѣте
съхраньно,sъxornьno,съхраньно
ꙇ,i,и
пришедъ,prišьdъ,пришьдъ
абие,abьje,абиѥ
пристѫпь,pristǫpĺь,пристѫпл҄ь
къ,kъ,къ
немоу,ńemu,н҄емоу
г҃ла,golgola,глагола
равви,ravvi,равви
равви,ravvi,равви
ꙇ,i,и
облобꙑза,oblobyza,облобъіза
и,jь,и
они,oni,они
же,že,же
възложишѧ,vъzložišę,възложишѧ
рѫцѣ,rǫkě,рѫцѣ
на,na,на
нь,ńь,н҄ь
и,i,и
ѩсѧ,jęsę,ѩсѧ
и҅,jь,и
единъ,jedinъ,ѥдинъ
же,že,же
отъ,otъ,отъ
стоѩштихъ,stojęћьjixъ,стоѩщиихъ
ꙇзвлъкъ,jьzvĺ̥kъ,извлькъ
ножъ,nožь,ножь
оудари,udari,оудари
раба,orba,раба
архиереова,arъx́ijerejova,аръхиѥреова
ꙇ,i,и
оурѣза,urěza,оурѣза
емоу,jemu,ѥмоу
оухо,uxo,оухо
ꙇ,i,и
отъвѣштавъ,otъvěћǞvъ,отъвѣщавъ
и҃съ,jisusъ,исоусъ
рече,reče,рече
имъ,jimъ,имъ
ѣко,ako,ако
на,na,на
разбоиника,orzbojьnika,разбоиница
ли,li,ли
изидете,jьzidete,изидете
съ,﻿sъ,﻿съ
орѫжьемь,orǫžьjemь,орѫжиѥмь
и,i,и
дръкольми,dŕ̥kolьmi,дрькольми
ѩти,jęti,ѩти
мѧ,mę,мѧ
по,po,по
вьсѧ,vьxę,вьсѧ
дьни,dьni,дьни
бѣхъ,běxъ,бѣхъ
въ,vъ,въ
васъ,vasъ,васъ
оучѧ,učę,оучѧ
въ,vъ,въ
ц҃ркве,kŕ̥kъve,црькъве
и,i,и
не,ne,не
ѩсте,jęste,ѩсте
мене,mene,мене
нъ,nъ,нъ
да,da,да
събѫдѫтъ,sъbǫdǫtъ,събѫдѫтъ
сѧ,sę,сѧ
кънигꙑ,kъńigy,кън҄игъі
ꙇ,i,и
оставьше,ostavĺьše,оставл҄ьше
и,jь,и
вьси,vьxi,вьси
бѣжашѧ,běžǞšę,бѣжашѧ
ꙇ,i,и
единъ,jedinъ,ѥдинъ
юноша,junošǞ,юноша
етеръ,jeterъ,ѥтеръ
по,po,по
немь,ńemь,н҄емь
иде,jьde,иде
одѣнъ,oděnъ,одѣнъ
въ,vъ,въ
плаштаницѫ,plašћǞnikǫ,плащаницѫ
нагъ,nagъ,нагъ
ꙇ,i,и
ѩсѧ,jęsę,ѩсѧ
и,i,и
юношѧ,junošę,юношѧ
онъ,onъ,онъ
же,že,же
оставь,ostavĺь,оставл҄ь
плаштаницѫ,plašћǞnikǫ,плащаницѫ
нагъ,nagъ,нагъ
бѣжа,běžǞ,бѣжа
отъ,otъ,отъ
нихъ,ńixъ,н҄ихъ
ꙇ,i,и
вѣсѧ,věsę,вѣсѧ
и҃са,jisusa,исоуса
къ,kъ,къ
архиереови,arъx́ijerejovi,аръхиѥреови
ꙇ,i,и
сънидѫ,sъnidǫ,сънидѫ
сѧ,sę,сѧ
къ,kъ,къ
немоу,ńemu,н҄емоу
въси,vьxi,вьси
архиереи,arъx́ijereji,аръхиѥреи
ꙇ҅,i,и
старьци,starьki,старьци
и,i,и
кънижъници,kъńižьniki,кън҄ижьници
ꙇ,i,и
петръ,petrъ,петръ
ꙇ҅здалече,jьzdaleče,издалече
въ,vъ,въ
слѣдъ,slědъ,слѣдъ
его,jego,ѥго
иде,jьde,иде
до,do,до
вънѫтрь,vъnǫtrь,вънѫтрь
въ,vъ,въ
дворъ,dvorъ,дворъ
архиереовъ,arъx́ijerejovъ,аръхиѥреовъ
и,i,и
бѣ,bě,бѣ
сѣдѧ,sědę,сѣдѧ
съ,﻿sъ,﻿съ
слоугами,slugami,слоугами
и,i,и
грѣѩ,grěję,грѣѩ
сѧ,sę,сѧ
при,pri,при
свѣшти,svěћi,свѣщи
архиереи,arъx́ijereji,аръхиѥреи
же,že,же
и,i,и
весь,vьxь,вьсь
сънемъ,sъnьmъ,съньмъ
ꙇскаахѫ,jьskaaxǫ,искаахѫ
на,na,на
и҃са,jisusa,исоуса
съвѣдѣтельства,sъvěděteĺьstva,съвѣдѣтел҄ьства
да,da,да
и,jь,и
оубьѭтъ,ubьjǫtъ,оубиѭтъ
ꙇ,i,и
не,ne,не
обрѣтаахѫ,obrětaaxǫ,обрѣтаахѫ
мъноѕи,mъnogi,мъноѕи
бо,bo,бо
лъже съвѣдѣтельствоваахѫ,lъžesъvěděteĺьstvovaaxǫ,лъжесъвѣдѣтел҄ьствоваахѫ
на,na,на
нь,ńь,н҄ь
ꙇ,i,и
не,ne,не
бѣахѫ,běaxǫ,бѣахѫ
равъна,orvьna,равьна
съвѣдѣтельства,sъvěděteĺьstva,съвѣдѣтел҄ьства
Ꙇ,i,и
едини,jedini,ѥдини
въставъше,vъstavъše,въставъше
лъжѫ,lъžǫ,лъжѫ
съвѣдѣтельствоваахѫ,sъvěděteĺьstvovaaxǫ,съвѣдѣтел҄ьствоваахѫ
на,na,на
нь,ńь,н҄ь
г҃лште,golgoĺǫћe,глаголѭще
ѣко,ako,ако
мꙑ,my,мъі
слꙑшахомꙑ,slyšǞxomъ,слъішахомъ
и,jь,и
г҃лѭшть,golgoĺǫћь,глаголѭщь
ѣко,ako,ако
азъ,azъ,азъ
разорѭ,orzoŕǫ,разорѭ
ц҃рквь,kŕ̥kъvь,црькъвь
сиѭ,sьjǫ,сиѭ
рѫкотворенѫѭ,rǫkotvoŕenǫjǫ,рѫкотвор҄енѫѭ
ꙇ,i,и
трьми,trьmi,трьми
дьньми,dьnьmi,дьньми
инѫ,jьnǫ,инѫ
нерѫкотворенѫ,nerǫkotvoŕenǫ,нерѫкотвор҄енѫ
съзиждѫ,sъziђǫ,съзиждѫ
ꙇ,i,и
тако,tako,тако
же,že,же
не,ne,не
бѣ,bě,бѣ
равъно,orvьno,равьно
съвѣдѣтельство,sъvěděteĺьstvo,съвѣдѣтел҄ьство
имъ,jimъ,имъ
ꙇ,i,и
въставъ,vъstavъ,въставъ
архиереи,arъx́ijerejь,аръхиѥреи
по,po,по
срѣдѣ,serdě,срѣдѣ
въпроси,vъsprosi,въспроси
и҃са,jisusa,исоуса
г҃лѧ,golgoĺę,глаголѩ
не,ne,не
отъвѣштаваеши,otъvěћǞvaješi,отъвѣщаваѥши
ли,li,ли
ничесоже,ničesože,ничесоже
чъто,čьto,чьто
сии,sьji,сии
на,na,на
тѧ,tę,тѧ
съвѣдѣтельствоуѭтъ,sъvěděteĺьstvujǫtъ,съвѣдѣтел҄ьствоуѭтъ
онъ,onъ,онъ
же,že,же
млъчааше,mĺ̥čǞaše,мльчааше
ꙇ,i,и
ничьсоже,ničьsože,ничьсоже
не,ne,не
отъвѣштааше,otъvěћǞaše,отъвѣщааше
Пакꙑ,paky,пакъі
архиереи,arъx́ijerejь,аръхиѥреи
въпроси,vъsprosi,въспроси
и,jь,и
и,i,и
г҃ла,golgola,глагола
емоу,jemu,ѥмоу
тꙑ,ty,тъі
ли,li,ли
еси,jesi,ѥси
х҃ъ,xristosъ,христосъ
с҃нъ,synъ,съінъ
б҃лгсвнааго,bolgoslovĺenajego,благословл҄енаѥго
ꙇ҃съ,jisusъ,исоусъ
же,že,же
рече,reče,рече
азъ,azъ,азъ
есмъ,jesmь,ѥсмь
ꙇ,i,и
оузьрите,uzьrite,оузьрите
с҃на,syna,съіна
ч҃лскааго,čьlověčьskajego,чьловѣчьскаѥго
о,o,о
д҃еснѫѭ,desnǫjǫ,деснѫѭ
сѣдѧшта,sědęћǞ,сѣдѧща
силꙑ,sily,силъі
ꙇ,i,и
грѧдѫшта,grędǫћǞ,грѧдѫща
съ,﻿sъ,﻿съ
облакꙑ,obvolky,облакъі
н҃бсскꙑими,nebesьskyjimi,небесьскъіими
архиереи,arъx́ijerejь,аръхиѥреи
же,že,же
растръзавъ,orstŕ̥gavъ,растрьгавъ
ризъи,rizy,ризъі
своѩ,svoję,своѩ
г҃ла,golgola,глагола
что,čьto,чьто
еште,ješčě,ѥщѣ
трѣбоуемъ,terbujemъ,трѣбоуѥмъ
съвѣдѣтель,sъvěděteĺь,съвѣдѣтел҄ь
слꙑшасте,slyšǞste,слъішасте
власфимиѭ,vlasvimьjǫ,власвимиѭ
его,jego,ѥго
что,čьto,чьто
вамъ,vamъ,вамъ
сѧ,sę,сѧ
авлѣатъ,avĺǞjetъ,авлꙗѥтъ
они,oni,они
же,že,же
вьси,vьxi,вьси
осѫдишѧ,osǫdišę,осѫдишѧ
и,jь,и
повинъноу,povinьnu,повиньноу
бꙑти,byti,бъіти
съмръти,sъmŕ̥ti,съмрьти
ꙇ,i,и
начѧсѧ,načęsę,начѧсѧ
едини,jedini,ѥдини
пльвати,pĺьvati,пл҄ьвати
на,na,на
нь,ńь,н҄ь
ꙇ,i,и
прикрꙑвати,prikryvati,прикръівати
лице,like,лице
его,jego,ѥго
и,i,и
мѫчити,mǫčiti,мѫчити
и,jь,и
ꙇ,i,и
г҃лати,golgolati,глаголати
емоу,jemu,ѥмоу
прорьци,prorьki,прорьци
намъ,namъ,намъ
х҃е,xristose,христосе
кто,kъto,къто
естъ,jestъ,ѥстъ
оудареи,udaŕьjь,оудар҄ии
тѧ,tę,тѧ
ꙇ,i,и
слоугꙑ,slugy,слоугъі
биѭште,bьjǫћe,биѭще
за,za,за
ланитѫ,olnitǫ,ланитѫ
прѣѩсѧ,per+jęsę,прѣѩсѧ
и,jь,и
ꙇ,i,и
сѫштоу,sǫћu,сѫщоу
петрови,petrovi,петрови
низоу,nizu,низоу
на,na,на
дворѣ,dvorě,дворѣ
приде,prijьde,прииде
едина,jedina,ѥдина
отъ,otъ,отъ
рабꙑнь,orbyńь,рабъін҄ь
архиереовъ,arъx́ijerejovъ,аръхиѥреовъ
ꙇ,i,и
видѣвъши,viděvъši,видѣвъши
петра,petra,петра
грѣѭшта,grějǫћǞ,грѣѭща
сѧ,sę,сѧ
вьзьрѣвъши,vъzьrěvъši,възьрѣвъши
на,na,на
нь,ńь,н҄ь
г҃ла,golgola,глагола
ꙇ҅,i,и
тꙑ,ty,тъі
съ,﻿sъ,﻿съ
назарѣниномь,nazarěninomь,назарѣниномь
и҃смъ,jisusomь,исоусомь
бѣ,bě,бѣ
О҅нъ,onъ,онъ
же,že,же
отъвръже,otъvŕ̥že,отъврьже
сѧ,sę,сѧ
г҃лѧ,golgoĺę,глаголѩ
не,ne,не
оумѣѭ,umějǫ,оумѣѭ
ни,ni,ни
съвѣмь,sъvěmь,съвѣмь
что,čьto,чьто
тꙑ,ty,тъі
г҃лши,golgoĺeši,глагол҄еши
ꙇ,i,и
изиде,jьzide,изиде
вонъ,vъnъ,вънъ
на,na,на
прѣдъдворие,perdъdvorьje,прѣдъдвориѥ
ꙇ,i,и
кокотъ,kokotъ,кокотъ
вьспѣтъ,vъspětъ,въспѣтъ
ꙇ,i,и
видѣвъши,viděvъši,видѣвъши
и,jь,и
рабꙑни,orbyńi,рабъін҄и
пакꙑ,paky,пакъі
начѧтъ,načętъ,начѧтъ
г҃лати,golgolati,глаголати
къ,kъ,къ
стоѩштиимъ,stojęћemъjimъ,стоѩщиимъ
ѣко,ako,ако
сь,sь,сь
естъ,jestъ,ѥстъ
отъ,otъ,отъ
нихъ,ńixъ,н҄ихъ
онъ,onъ,онъ
же,že,же
пакꙑ,paky,пакъі
отъметааше,otъmetaaše,отъметааше
сѧ,sę,сѧ
ꙇ,i,и
не,ne,не
по,po,по
мъногоу,mъnogu,мъногоу
пакꙑ,paky,пакъі
стоѩщеи,stojęћeji,стоѩщеи
г҃лаахѫ,golgolaaxǫ,глаголаахѫ
петрови,petrovi,петрови
вꙑ,vъ,въ
истинѫ,jьstinǫ,истинѫ
отъ,otъ,отъ
нихъ,ńixъ,н҄ихъ
еси,jesi,ѥси
ꙇбо,ibo,ибо
галилѣанинъ,galilejǞninъ,галилеꙗнинъ
еси,jesi,ѥси
ꙇ,i,и
бесѣда,besěda,бесѣда
твоѣ,tvojǞ,твоꙗ
подобитъ,podobitъ,подобитъ
сѧ,sę,сѧ
онъ,onъ,онъ
же,že,же
начѧтъ,načętъ,начѧтъ
ротити,rotiti,ротити
сѧ,sę,сѧ
и,i,и
клѧти,klęti,клѧти
сѧ,sę,сѧ
ѣко,ako,ако
не,ne,не
вѣмъ,věmь,вѣмь
ч҃лвка,čьlověka,чьловѣка
сего,sego,сего
егоже,jegože,ѥгоже
г҃лте,golgoĺete,глагол҄ете
ꙇ,i,и
въторицеѭ,vъtorikejǫ,въторицеѭ
кокотъ,kokotъ,кокотъ
въспѣтъ,vъspětъ,въспѣтъ
ꙇ,i,и
помѣнѫ,poměnǫ,помѣнѫ
петръ,petrъ,петръ
г҃лъ,golgolъ,глаголъ
иже,jьže,иже
рече,reče,рече
емоу,jemu,ѥмоу
и҃съ,jisusъ,исоусъ
прѣжде,perђe,прѣжде
даже,daže,даже
кокотъ,kokotъ,кокотъ
не,ne,не
възг҃ласитъ,vъzgolsitъ,възгласитъ
дъва,dъva,дъва
кратꙑ,korty,кратъі
отъвръжеши,otъvŕ̥žeši,отъврьжеши
сѧ,sę,сѧ
мене,mene,мене
три,tri,три
кратꙑ,korty,кратъі
ꙇ,i,и
начѧтъ,načętъ,начѧтъ
плакати,plakati,плакати
