to|то
jemu|ѥмоу
narodъ|народъ
my|мъі
slyšǞxomъ|слъішахомъ
otъ|отъ
zakona|закона
ako|ако
xristosъ|христосъ
perbyvajetъ|прѣбъіваѥтъ
vъ|въ
věkъ|вѣкъ
i|и
kako|како
ty|тъі
golgoĺeši|глагол҄еши
vъznesti|възнести
sę|сѧ
podobajetъ|подобаѥтъ
synu|съіноу
čьlověčьskujemu|чьловѣчьскоуѥмоу
kъto|къто
sь|сь
jestъ|ѥстъ
synъ|съінъ
čьlověčьskъ|чьловѣчьскъ
reče|рече
že|же
jimъ|имъ
jisusъ|исоусъ
ješčě|ѥщѣ
vъ|въ
malo|мало
vermę|врѣмѧ
světъ|свѣтъ
vъ|въ
vasъ|васъ
jestъ|ѥстъ
xodite|ходите
dońьdeže|дон҄ьдеже
světъ|свѣтъ
jьmate|имате
da|да
tьma|тьма
vasъ|васъ
ne|не
jьmetъ|иметъ
i|и
xodęjь|ходѧи
vъ|въ
tьmě|тьмѣ
ne|не
věstъ|вѣстъ
kamo|камо
jьdetъ|идетъ
dońьdeže|дон҄ьдеже
světъ|свѣтъ
jьmate|имате
věrujite|вѣроуите
vъ|въ
světa|свѣта
da|да
synove|съінове
světu|свѣтоу
bǫdete|бѫдете
si|си
golgola|глагола
jisusъ|исоусъ
i|и
otъšьdъ|отъшьдъ
sъkry|съкръі
sę|сѧ
otъ|отъ
ńixъ|н҄ихъ
tolika|толица
že|же
znamenьjǞ|знамениꙗ
sъtvoŕьšu|сътвор҄ьшоу
jemu|ѥмоу
perdъ|прѣдъ
ńimi|н҄ими
ne|не
věrovaaxǫ|вѣроваахѫ
vъ|въ
ńь|н҄ь
da|да
sъbǫdetъ|събѫдетъ
sę|сѧ
slovo|слово
isajiję|исаиѩ
proroka|пророка
ježe|ѥже
reče|рече
gospodi|господи
kъto|къто
věrǫ|вѣрѫ
ję|ѩ
sluxu|слоухоу
našemu|нашемоу
i|и
myšьka|мъішьца
gospodьńǞ|господьнꙗ
komu|комоу
otъkry|отъкръі
sę|сѧ
sego|сего
radi|ради
ne|не
možǞaxǫ|можаахѫ
věrovati|вѣровати
ako|ако
paky|пакъі
reče|рече
isajijǞ|исаиꙗ
oslěpi|ослѣпи
oči|очи
jixъ|ихъ
i|и
okamenilъ|окаменилъ
jestъ|ѥстъ
sŕ̥dьka|срьдьца
jixъ|ихъ
da|да
ne|не
vidętъ|видѧтъ
očima|очима
ni|ни
orzumějǫtъ|разоумѣѭтъ
sŕ̥dьkemь|срьдьцемь
i|и
obvortętъ|обратѧтъ
sę|сѧ
i|и
jьskěĺǫ|исцѣлѭ
ję|ѩ
si|си
reče|рече
isajijǞ|исаиꙗ
jegъda|ѥгъда
vidě|видѣ
slavǫ|славѫ
jego|ѥго
i|и
golgola|глагола
o|о
ńemь|н҄емь
obače|обаче
ubo|оубо
i|и
otъ|отъ
kъnęgь|кънѧѕь
mъnogi|мъноѕи
věrovašę|вѣровашѧ
vъ|въ
ńego|н҄его
nъ|нъ
farisejь|фарисеи
radi|ради
ne|не
jьspovědaaxǫ|исповѣдаахѫ
da|да
ne|не
jьz|из
sъnьmiščь|съньмищь
jьzgъnani|изгънани
bǫdǫtъ|бѫдѫтъ
vъžĺubišę|въжлюбишѧ
bo|бо
pače|паче
slavǫ|славѫ
čьlověčьskǫ|чьловѣчьскѫ
neže|неже
slavǫ|славѫ
božьjǫ|божиѭ
jisusъ|исоусъ
že|же
vъzъva|възъва
i|и
reče|рече
věrujęjь|вѣроуѩи
vъ|въ
mę|мѧ
ne|не
věrujetъ|вѣроуѥтъ
vъ|въ
mę|мѧ
nъ|нъ
vъ|въ
posъlavъšǞjego|посълавъшаѥго
mę|мѧ
i|и
vidęjь|видѧи
mę|мѧ
vidě|видѣ
posъlavъšǞjego|посълавъшаѥго
mę|мѧ
azъ|азъ
světъ|свѣтъ
vъ|въ
mirъ|миръ
prijьdъ|приидъ
da|да
vьxakъ|вьсꙗкъ
věrujęjь|вѣроуѩи
vъ|въ
mę|мѧ
vъ|въ
tьmě|тьмѣ
ne|не
perbǫdetъ|прѣбѫдетъ
i|и
aћe|аще
kъto|къто
uslyšitъ|оуслъішитъ
golgoly|глаголъі
moję|моѩ
i|и
ne|не
sъxornitъ|съхранитъ
jixъ|ихъ
azъ|азъ
ne|не
sǫђǫ|сѫждѫ
jemu|ѥмоу
ne|не
prijьdъ|приидъ
bo|бо
da|да
sǫђǫ|сѫждѫ
miru|мироу
nъ|нъ
da|да
sъpasǫ|съпасѫ
mirъ|миръ
otъmeћęjь|отъмещѧи
sę|сѧ
mene|мене
i|и
ne|не
prijemĺę|приѥмлѩ
golgolъ|глаголъ
mojixъ|моихъ
jьmatъ|иматъ
sǫdęћǞjego|сѫдѧщаѥго
jemu|ѥмоу
slovo|слово
ježe|ѥже
golgolaxъ|глаголахъ
to|то
sǫditъ|сѫдитъ
jemu|ѥмоу
vъ|въ
poslědьńь|послѣдьн҄ь
dьnь|дьнь
ako|ако
azъ|азъ
o|о
sebě|себѣ
ne|не
golgolaxъ|глаголахъ
nъ|нъ
posъlavъjь|посълавъіи
mę|мѧ
otьkь|отьць
tъ|тъ
mъně|мънѣ
zapovědь|заповѣдь
dastъ|дастъ
čьto|чьто
rekǫ|рекѫ
i|и
čьto|чьто
vъzgolgoĺǫ|възглаголѭ
i|и
věmь|вѣмь
ako|ако
zapovědь|заповѣдь
jego|ѥго
životъ|животъ
věčьnъjь|вѣчьнъіи
jestъ|ѥстъ
jǞže|ꙗже
ubo|оубо
azъ|азъ
golgoĺǫ|глаголѭ
akože|акоже
reče|рече
mъně|мънѣ
otьkь|отьць
tako|тако
golgoĺǫ|глаголѭ
perђe|прѣжде
že|же
porzdьnika|праздьница
pasxě|пассѣ
vědy|вѣдъі
jisusъ|исоусъ
ako|ако
prijьde|прииде
jemu|ѥмоу
godina|година
da|да
per+jьdetъ|прѣидетъ
otъ|отъ
mira|мира
sego|сего
kъ|къ
otьku|отьцоу
vъžĺubĺь|въжлюбл҄ь
svoję|своѩ
sǫћęję|сѫщѧѩ
vъ|въ
vьxemь|вьсемь
mirě|мирѣ
do|до
konьka|коньца
vъžĺubi|въжлюби
ję|ѩ
i|и
večeŕi|вечер҄и
byvъši|бъівъши
dьjǞvolu|диꙗволоу
juže|юже
vъložьšu|въложьшоу
vъ|въ
sŕ̥dьke|срьдьце
ijudě|июдѣ
simonovu|симоновоу
iskarijotьskujemu|искариотьскоуѥмоу
da|да
jь|и
perdastъ|прѣдастъ
vědy|вѣдъі
jisusъ|исоусъ
ako|ако
vьxa|вьсꙗ
dastъ|дастъ
jemu|ѥмоу
otьkь|отьць
vъ|въ
rǫkě|рѫцѣ
i|и
ako|ако
otъ|отъ
boga|бога
jьzide|изиде
i|и
kъ|къ
bogu|богоу
grędetъ|грѧдетъ
vъsta|въста
﻿sъ|﻿съ
večeŕę|вечерѩ
i|и
položi|положи
rizy|ризъі
i|и
prijьmъ|приимъ
lentijь|лентии
perpojǞsa|прѣпоꙗса
sę|сѧ
po|по
tomь|томь
že|же
vъli|въли
vodǫ|водѫ
vъ|въ
umyvalьnikǫ|оумъівальницѫ
i|и
načętъ|начѧтъ
umyvati|оумъівати
nogě|ноѕѣ
učenikomъ|оученикомъ
i|и
otirati|отирати
lentijemь|лентиѥмь
jimьže|имьже
bě|бѣ
perpojǞsanъ|прѣпоꙗсанъ
prijьde|прииде
že|же
kъ|къ
simonu|симоноу
petru|петроу
i|и
golgola|глагола
jemu|ѥмоу
tъ|тъ
gospodi|господи
ty|тъі
li|ли
moji|мои
umъješi|оумъіѥши
nogě|ноѕѣ
otъvěћǞ|отъвѣща
jisusъ|исоусъ
i|и
reče|рече
jemu|ѥмоу
ježe|ѥже
azъ|азъ
tvoŕǫ|творѭ
ty|тъі
ne|не
věsi|вѣси
nyně|нъінѣ
orzuměješi|разоумѣѥши
že|же
po|по
sixъ|сихъ
golgola|глагола
jemu|ѥмоу
petrъ|петръ
ne|не
umъješi|оумъіѥши
nogu|ногоу
mojeju|моѥю
vъ|въ
věkъ|вѣкъ
otъvěћǞ|отъвѣща
jemu|ѥмоу
jisusъ|исоусъ
aћe|аще
ne|не
umъjǫ|оумъіѭ
tebe|тебе
ne|не
jьmaši|имаши
čęsti|чѧсти
﻿sъ|﻿съ
mъnojǫ|мъноѭ
golgola|глагола
jemu|ѥмоу
simonъ|симонъ
petrъ|петръ
gospodi|господи
ne|не
nogě|ноѕѣ
moji|мои
tъkъmo|тъкъмо
nъ|нъ
i|и
rǫkě|рѫцѣ
i|и
golvǫ|главѫ
golgola|глагола
jemu|ѥмоу
jisusъ|исоусъ
jьzmъvenъjь|измъвенъіи
ne|не
terbujetъ|трѣбоуѥтъ
tъkъmo|тъкъмо
nogě|ноѕѣ
umyti|оумъіти
jestъ|ѥстъ
bo|бо
vьxь|вьсь
čistъ|чистъ
i|и
vy|въі
čisti|чисти
jeste|ѥсте
nъ|нъ
ne|не
vьxi|вьси
věděaše|вѣдѣаше
bo|бо
perdajǫћǞjego|прѣдаѭщаѥго
jь|и
sego|сего
radi|ради
reče|рече
ako|ако
ne|не
vьxi|вьси
jeste|ѥсте
čisti|чисти
jegъda|ѥгъда
že|же
umy|оумъі
nogě|ноѕѣ
jixъ|ихъ
prijętъ|приѩтъ
rizy|ризъі
svoję|своѩ
i|и
vъzleže|възлеже
paky|пакъі
i|и
reče|рече
jimъ|имъ
věste|вѣсте
li|ли
čьto|чьто
sъtvorixъ|сътворихъ
vamъ|вамъ
vy|въі
golgolaašete|глаголаашете
mę|мѧ
učiteĺǞ|оучителꙗ
i|и
gospoda|господа
i|и
dobrě|добрѣ
golgoĺete|глагол҄ете
jesmь|ѥсмь
bo|бо
aћe|аще
ubo|оубо
azъ|азъ
umyxъ|оумъіхъ
vaši|ваши
nogě|ноѕѣ
gospodь|господь
i|и
učiteĺь|оучител҄ь
i|и
vy|въі
dl̥žьni|длъжьни
jeste|ѥсте
drugъ|дроугъ
drugu|дроугоу
umyvati|оумъівати
nogě|ноѕѣ
obrazъ|образъ
bo|бо
daxъ|дахъ
vamъ|вамъ
da|да
akože|акоже
azъ|азъ
sъtvorixъ|сътворихъ
vamъ|вамъ
i|и
vy|въі
tvorite|творите
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
něstъ|нѣстъ
orbъ|рабъ
boĺьjь|бол҄ии
gospoda|господа
svojego|своѥго
ni|ни
apostolъ|апостолъ
boĺьjь|бол҄ии
posъlavъšǞjego|посълавъшаѥго
jь|и
aћe|аще
si|си
věste|вѣсте
bolženi|блажени
jeste|ѥсте
aћe|аще
tvorite|творите
jǞ|ꙗ
ne|не
o|о
vьxěxъ|вьсѣхъ
vasъ|васъ
golgoĺǫ|глаголѭ
azъ|азъ
bo|бо
věmь|вѣмь
jęže|ѩже
jьzbьraxъ|избьрахъ
nъ|нъ
da|да
kъńigy|кън҄игъі
sъbǫdǫtъ|събѫдѫтъ
sę|сѧ
jǞdy|ꙗдъі
﻿sъ|﻿съ
mъnojǫ|мъноѭ
xlěbъ|хлѣбъ
vъzdviže|въздвиже
na|на
mę|мѧ
perlьšћenьje|прѣльщениѥ
svoje|своѥ
otъselě|отъселѣ
golgoĺǫ|глаголѭ
vamъ|вамъ
perђe|прѣжде
daže|даже
ne|не
bǫdetъ|бѫдетъ
da|да
jegъda|ѥгъда
bǫdetъ|бѫдетъ
věrǫ|вѣрѫ
jьmete|имете
ako|ако
azъ|азъ
jesmь|ѥсмь
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
prijemĺęjь|приѥмлѩи
aћe|аще
kogo|кого
posъĺǫ|посълѭ
mene|мене
prijemĺetъ|приѥмл҄етъ
a|а
prijemĺęjь|приѥмлѩи
mene|мене
prijemĺetъ|приѥмл҄етъ
posъlavъšǞjego|посълавъшаѥго
i|и
mę|мѧ
si|си
rekъ|рекъ
jisusъ|исоусъ
vъzmǫti|възмѫти
sę|сѧ
duxomь|доухомь
i|и
sъvěděteĺьstvova|съвѣдѣтел҄ьствова
i|и
reče|рече
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
ako|ако
jedinъ|ѥдинъ
otъ|отъ
vasъ|васъ
perdastъ|прѣдастъ
mę|мѧ
sъziraaxǫ|съзираахѫ
že|же
sę|сѧ
meђu|междоу
sobojǫ|собоѭ
učeniki|оученици
nedomyslęћe|недомъіслѧще
o|о
komь|комь
golgoĺetъ|глагол҄етъ
bě|бѣ
že|же
jedinъ|ѥдинъ
vъzležę|възлежѧ
otъ|отъ
učenikъ|оученикъ
jego|ѥго
na|на
loně|лонѣ
jisusově|исоусовѣ
jegože|ѥгоже
ĺubĺǞaše|люблꙗаше
jisusъ|исоусъ
pomanǫ|поманѫ
že|же
semu|семоу
simonъ|симонъ
petrъ|петръ
vъsprositi|въспросити
kъto|къто
ubo|оубо
jestъ|ѥстъ
o|о
ńemьže|н҄емьже
golgoĺetъ|глагол҄етъ
napadъ|нападъ
že|же
tъ|тъ
tako|тако
na|на
pŕ̥si|прьси
jisusovy|исоусовъі
golgola|глагола
jemu|ѥмоу
gospodi|господи
kъto|къто
jestъ|ѥстъ
otъvěћǞ|отъвѣща
jisusъ|исоусъ
tъ|тъ
jestъ|ѥстъ
jemuže|ѥмоуже
azъ|азъ
omočь|омочь
xlěbъ|хлѣбъ
podamь|подамь
i|и
omočь|омочь
xlěbъ|хлѣбъ
dastъ|дастъ
ijudě|июдѣ
simońu|симоню
iskarijotьskujemu|искариотьскоуѥмоу
i|и
po|по
xlěbě|хлѣбѣ
tъgъda|тъгъда
vъnide|въниде
vъ|въ
ńь|н҄ь
sotona|сотона
golgola|глагола
jemu|ѥмоу
jisusъ|исоусъ
ježe|ѥже
tvoriši|твориши
sъtvori|сътвори
skoro|скоро
sego|сего
že|же
nikъtože|никътоже
ne|не
orzumě|разоумѣ
vъzležęћьjixъ|възлежѧщиихъ
kъ|къ
česomu|чесомоу
reče|рече
jemu|ѥмоу
jedini|ѥдини
mьněaxǫ|мьнѣахѫ
pońeže|пон҄еже
skrinikǫ|скриницѫ
jьměaše|имѣаше
ijuda|июда
ako|ако
golgoĺetъ|глагол҄етъ
jemu|ѥмоу
jisusъ|исоусъ
kupi|коупи
jegože|ѥгоже
terbujemъ|трѣбоуѥмъ
na|на
porzdьnikъ|праздьникъ
li|ли
nišћemъjimъ|нищиимъ
da|да
něčьto|нѣчьто
dastъ|дастъ
prijьmъ|приимъ
že|же
onъ|онъ
xlěbъ|хлѣбъ
jьzide|изиде
abьje|абиѥ
bě|бѣ
že|же
noћь|нощь
jegъda|ѥгъда
jьzide|изиде
golgola|глагола
že|же
jisusъ|исоусъ
nyně|нъінѣ
proslavi|прослави
sę|сѧ
synъ|съінъ
čьlověčьskъjь|чьловѣчьскъіи
i|и
bogъ|богъ
proslavi|прослави
sę|сѧ
o|о
ńemь|н҄емь
aћe|аще
bogъ|богъ
proslavi|прослави
sę|сѧ
o|о
ńemь|н҄емь
i|и
bogъ|богъ
proslavitъ|прославитъ
jь|и
vъ|въ
sebě|себѣ
i|и
abьje|абиѥ
proslavitъ|прославитъ
jь|и
čędьka|чѧдьца
ješčě|ѥщѣ
malo|мало
﻿sъ|﻿съ
vami|вами
jesmь|ѥсмь
vъziščete|възищете
mene|мене
i|и
akože|акоже
rěxъ|рѣхъ
ijudejomъ|июдеомъ
ako|ако
amože|аможе
azъ|азъ
jьdǫ|идѫ
vy|въі
ne|не
možete|можете
prijьti|приити
i|и
vamъ|вамъ
golgoĺǫ|глаголѭ
nyně|нъінѣ
zapovědь|заповѣдь
povědajǫ|повѣдаѭ
vamъ|вамъ
da|да
ĺubite|любите
drugъ|дроугъ
druga|дроуга
akože|акоже
vъžĺubixъ|въжлюбихъ
vy|въі
da|да
i|и
vy|въі
ĺubite|любите
drugъ|дроугъ
druga|дроуга
o|о
semь|семь
orzumějǫtъ|разоумѣѭтъ
vьxi|вьси
ako|ако
moji|мои
učeniki|оученици
jeste|ѥсте
aћe|аще
ĺubъvь|любъвь
jьmate|имате
meђu|междоу
sobojǫ|собоѭ
golgola|глагола
jemu|ѥмоу
simonъ|симонъ
petrъ|петръ
gospodi|господи
kamo|камо
jьdeši|идеши
otъvěћǞ|отъвѣща
jisusъ|исоусъ
amože|аможе
azъ|азъ
jьdǫ|идѫ
ne|не
možeši|можеши
nyně|нъінѣ
po|по
mъně|мънѣ
jьti|ити
poslědь|послѣдь
že|же
po|по
mъně|мънѣ
jьdeši|идеши
gospodi|господи
po|по
čьto|чьто
ne|не
mogǫ|могѫ
nyně|нъінѣ
po|по
tebě|тебѣ
jьti|ити
nyně|нъінѣ
dušǫ|доушѫ
mojǫ|моѭ
za|за
tę|тѧ
položǫ|положѫ
otъvěћǞ|отъвѣща
jemu|ѥмоу
jisusъ|исоусъ
dušǫ|доушѫ
li|ли
tvojǫ|твоѭ
za|за
mę|мѧ
položiši|положиши
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
tebě|тебѣ
ne|не
vъzgolsitъ|възгласитъ
kokotъ|кокотъ
dońьdeže|дон҄ьдеже
otъvŕ̥žeši|отъврьжеши
sę|сѧ
mene|мене
tri|три
korty|кратъі
da|да
ne|не
sъmǫћǞjetъ|съмѫщаѥтъ
sę|сѧ
vaše|ваше
sŕ̥dьke|срьдьце
věrujite|вѣроуите
vъ|въ
boga|бога
i|и
vъ|въ
mę|мѧ
věrujite|вѣроуите
vъ|въ
domu|домоу
otьka|отьца
mojego|моѥго
obvitěli|обитѣли
mъnogy|мъногъі
sǫtъ|сѫтъ
aћe|аще
li|ли
že|же
ni|ни
reklъ|реклъ
bimь|бимь
vamъ|вамъ
ako|ако
jьdǫ|идѫ
ugotovati|оуготовати
město|мѣсто
vamъ|вамъ
i|и
aћe|аще
jьdǫ|идѫ
ugotovajǫ|оуготоваѭ
město|мѣсто
vamъ|вамъ
paky|пакъі
prijьdǫ|приидѫ
i|и
pojьmǫ|поимѫ
vy|въі
kъ|къ
sebě|себѣ
da|да
jьdeže|идеже
jesmь|ѥсмь
azъ|азъ
i|и
vy|въі
bǫdete|бѫдете
i|и
amože|аможе
azъ|азъ
jьdǫ|идѫ
věste|вѣсте
i|и
pǫtь|пѫть
věste|вѣсте
golgola|глагола
jemu|ѥмоу
toma|тома
gospodi|господи
ne|не
věmъ|вѣмъ
kamo|камо
jьdeši|идеши
i|и
kako|како
pǫtь|пѫть
možemъ|можемъ
věděti|вѣдѣти
golgola|глагола
jemu|ѥмоу
jisusъ|исоусъ
azъ|азъ
jesmь|ѥсмь
pǫtь|пѫть
i|и
jьstina|истина
i|и
životъ|животъ
nikъtože|никътоже
prijьdetъ|приидетъ
kъ|къ
otьku|отьцоу
tъkъmo|тъкъмо
mъnojǫ|мъноѭ
aћe|аще
mę|мѧ
biste|бисте
znali|знали
i|и
otьka|отьца
mojego|моѥго
znali|знали
biste|бисте
ubo|оубо
i|и
otъselě|отъселѣ
poznajete|познаѥте
jь|и
i|и
uvěste|оувѣсте
jь|и
golgola|глагола
jemu|ѥмоу
filipъ|филипъ
gospodi|господи
pokaži|покажи
namъ|намъ
otьka|отьца
i|и
dovьĺetъ|довьл҄етъ
namъ|намъ
golgola|глагола
jemu|ѥмоу
jisusъ|исоусъ
toliko|толико
li|ли
vermę|врѣмѧ
﻿sъ|﻿съ
vami|вами
jesmь|ѥсмь
i|и
ne|не
pozna|позна
li|ли
mene|мене
filipe|филипе
viděvъjь|видѣвъіи
mę|мѧ
vidě|видѣ
otьka|отьца
i|и
kako|како
ty|тъі
golgoĺeši|глагол҄еши
pokaži|покажи
namъ|намъ
otьka|отьца
ne|не
věruješi|вѣроуѥши
li|ли
ako|ако
azъ|азъ
vъ|въ
otьki|отьци
i|и
otьkь|отьць
vъ|въ
mъně|мънѣ
jestъ|ѥстъ
golgoly|глаголъі
jęže|ѩже
azъ|азъ
golgoĺǫ|глаголѭ
vamъ|вамъ
o|о
sebě|себѣ
ne|не
golgoĺǫ|глаголѭ
otьkь|отьць
že|же
perbyvajęjь|прѣбъіваѩи
vъ|въ
mъně|мънѣ
tъ|тъ
tvoritъ|творитъ
děla|дѣла
věrǫ|вѣрѫ
jьměte|имѣте
mъně|мънѣ
ako|ако
azъ|азъ
vъ|въ
otьki|отьци
i|и
otьkь|отьць
vъ|въ
mъně|мънѣ
aћe|аще
li|ли
že|же
ni|ни
za|за
ta|та
děla|дѣла
věrǫ|вѣрѫ
jemĺite|ѥмл҄ите
mi|ми
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
věrujęjь|вѣроуѩи
vъ|въ
mę|мѧ
děla|дѣла
jǞže|ꙗже
azъ|азъ
tvoŕǫ|творѭ
i|и
tъ|тъ
sъtvoritъ|сътворитъ
i|и
boĺьšǞ|бол҄ьша
sъtvoritъ|сътворитъ
sixъ|сихъ
ako|ако
azъ|азъ
kъ|къ
otьku|отьцоу
grędǫ|грѧдѫ
i|и
jegože|ѥгоже
koližьdo|колижьдо
prosite|просите
vъ|въ
jьmę|имѧ
moje|моѥ
to|то
sъtvoŕǫ|сътворѭ
da|да
proslavitъ|прославитъ
sę|сѧ
otьkь|отьць
o|о
syně|съінѣ
i|и
aћe|аще
česo|чесо
prosite|просите
vъ|въ
jьmę|имѧ
moje|моѥ
azъ|азъ
sъtvoŕǫ|сътворѭ
aћe|аще
ĺubite|любите
mę|мѧ
zapovědi|заповѣди
moję|моѩ
sъbĺuděte|съблюдѣте
i|и
azъ|азъ
umodĺǫ|оумодлѭ
otьka|отьца
i|и
jьnogo|иного
paraklita|параклита
dastъ|дастъ
vamъ|вамъ
da|да
bǫdetъ|бѫдетъ
﻿sъ|﻿съ
vami|вами
vъ|въ
věkъ|вѣкъ
duxъ|доухъ
jьstinьnъjь|истиньнъіи
jegože|ѥгоже
mirъ|миръ
ne|не
možetъ|можетъ
prijęti|приѩти
ako|ако
ne|не
viditъ|видитъ
jego|ѥго
ni|ни
znajetъ|знаѥтъ
jego|ѥго
vy|въі
že|же
znajete|знаѥте
jь|и
ako|ако
vъ|въ
vasъ|васъ
perbyvajetъ|прѣбъіваѥтъ
i|и
vъ|въ
vasъ|васъ
bǫdetъ|бѫдетъ
ne|не
ostavĺǫ|оставлѭ
vasъ|васъ
sirъ|сиръ
prijьdǫ|приидѫ
kъ|къ
vamъ|вамъ
ješčě|ѥщѣ
malo|мало
i|и
mirъ|миръ
kъ|къ
tomu|томоу
ne|не
viditъ|видитъ
mene|мене
vy|въі
že|же
vidite|видите
mę|мѧ
ako|ако
azъ|азъ
živǫ|живѫ
i|и
vy|въі
živi|живи
bǫdete|бѫдете
vъ|въ
tъ|тъ
dьnь|дьнь
orzumějete|разоумѣѥте
ako|ако
azъ|азъ
vъ|въ
