povědaaše|повѣдааше
starějьšina|старѣишина
|
běžimъ|бѣжимъ
zavisti|зависти
aћe|аще
i|и
ničьsože|ничьсоже
|
nъ|нъ
tvoręћujemu|творѧщоуѥмоу
|
byvajetъ|бъіваѥтъ
aћe|аще
i|и
maly|малъі
|
jemuže|ѥмоуже
zaviditъ|завидитъ
běžimъ|бѣжимъ
|
i|и
slavy|славъі
jimiže|имиже
jьstiny|истинъі
|
|
jestъ|ѥстъ
běžimъ|бѣжимъ
|
i|и
xuly|хоулъі
to|то
bo|бо
starějьšiny|старѣишинъі
|
i|и
kъńižьniky|кън҄ижьникъі
|
na|на
xristosa|христоса
ubьjenьje|оубиѥниѥ
|
se|се
starějьšiny|старѣишинъі
|
i|и
kъńižьnikomъ|кън҄ижьникомъ
bezumьnějьšę|безоумьнѣишѧ
moldьnьkemъ|младьньцемъ
sъtvori|сътвори
da|да
ne|не
podražǞjimъ|подражаимъ
|
|
nъ|нъ
dětьsku|дѣтьскоу
pozavidimъ|позавидимъ
|
ne|не
starьkь|старьць
|
nъ|нъ
|
|
ne|не
|
|
nъ|нъ
xvalęћьjixъ|хвалѧщиихъ
|
ne|не
|
|
nъ|нъ
moldъjixъ|младъіихъ
|
bǫděmъ|бѫдѣмъ
i|и
my|мъі
|
děti|дѣти
gospodь|господь
bo|бо
reče|рече
aћe|аще
ne|не
obvortite|обратите
sę|сѧ
i|и
bǫdete|бѫдете
|
děti|дѣти
ne|не
vъnidete|вънидете
vъ|въ
kěsaŕьstvo|цѣсар҄ьство
nebesьnoje|небесьноѥ
bǫděte|бѫдѣте
děti|дѣти
bez|без
|
ničьsože|ничьсоже
zъla|зъла
ni|ни
|
na|на
duši|доуши
pišǫћe|пишѫще
nъ|нъ
vьxejǫ|вьсеѭ
|
i|и
zъla|зъла
kromě|кромѣ
sǫћǞ|сѫща
znamenьjǞ|знамениꙗ
|
věrǫ|вѣрѫ
prijemĺǫћi|приѥмлѭщи
i|и
pišemi|пишеми
da|да
vъnidemъ|вънидемъ
vъ|въ
kěsaŕьstvьje|цѣсар҄ьствиѥ
nebesьnoje|небесьноѥ
prinesěmъ|принесѣмъ
vějьje|вѣиѥ
gospodi|господи
milosti|милости
i|и
|
da|да
vъnidemъ|вънидемъ
vъ|въ
kěsaŕьstvo|цѣсар҄ьство
nebesьnoje|небесьноѥ
sъręћěmъ|сърѧщѣмъ
jego|ѥго
jьdǫћǞ|идѫща
na|на
žerbęti|жрѣбѧти
i|и
|
obličǞjǫћǞ|обличаѭща
bezumьje|безоумиѥ
a|а
stornamъ|странамъ
dajǫћǞ|даѭща
|
sъręћěmъ|сърѧщѣмъ
jego|ѥго
steĺǫћe|стелѭще
|
kako|како
ježe|ѥже
nišћemъjimъ|нищиимъ
postilati|постилати
samъ|самъ
bo|бо
na|на
sebě|себѣ
|
priję|приѩ
i|и
vъpьjetъ|въпиѥтъ
|
sъtvoriste|сътвористе
jedьnomu|ѥдьномоу
sixъ|сихъ
malъjixъ|малъіихъ
bratrьję|братриѩ
mojeję|моѥѩ
mъně|мънѣ
sъtvoriste|сътвористе
o|о
|
i|и
svętajego|свѧтаѥго
golsa|гласа
mъně|мънѣ
reče|рече
|
postilaješi|постилаѥши
jegъda|ѥгъда
nišћęję|нищѧѩ
|
mene|мене
|
jegъda|ѥгъда
sixъ|сихъ
|
|
i|и
bolězni|болѣзни
|
postilajimъ|постилаимъ
jemu|ѥмоу
|
da|да
﻿sъ|﻿съ
dětьmi|дѣтьми
namъ|намъ
bǫdetъ|бѫдетъ
vъpiti|въпити
|
osanъna|осанъна
vъ|въ
vyšьńixъjixъ|въішьńиихъ
bolgoslovĺenъ|благословл҄енъ
grędyjь|грѧдъіи
vъ|въ
jьmę|имѧ
gospodьńe|господьн҄е
bolgoslovĺenъ|благословл҄енъ
grędyjь|грѧдъіи
rǫkě|рѫцѣ
na|на
krьstě|крьстѣ
propęti|пропѧти
i|и
storny|странъі
kъ|къ
sebě|себѣ
si|си
sъvъkupi|съвъкоупи
bolgoslovĺenъ|благословл҄енъ
grędyjь|грѧдъіи
ada|ада
sъvęzana|съвѧзана
pokazati|показати
a|а
|
otъ|отъ
ǫzъ|ѫзъ
otrěšiti|отрѣшити
i|и
padenьjǞ|падениꙗ
|
bolgoslovĺenъ|благословл҄енъ
grędy|грѧдъі
mǫčenьju|мѫчению
dŕ̥žǞvǫ|дрьжавѫ
sъtŕ̥tъ|сътрьтъ
a|а
|
na|на
sę|сѧ
prišьdъjь|пришьдъіи
poda|пода
bolgoslovĺenъ|благословл҄енъ
grędyjь|грѧдъіи
adova|адова
|
|
a|а
nebesьna|небесьна
žiliščǞ|жилища
mъnogъjixъ|мъногъіихъ
sъpasajǫћьjixъ|съпасаѭщиихъ
sę|сѧ
jьspĺ̥nitъ|испльнитъ
bolgoslovĺenъ|благословл҄енъ
grędyjь|грѧдъіи
žŕ̥tvǫ|жрьтвѫ
sobojǫ|собоѭ
za|за
ny|нъі
prinesetъ|принесетъ
i|и
vьxę|вьсѧ
|
grěxy|грѣхъі
i|и
﻿sъ|﻿съ
otьkemь|отьцемь
sy|съі
|
bolgoslovĺenъ|благословл҄енъ
grędyjь|грѧдъіи
sъmŕ̥ti|съмрьти
proklętъ|проклѧтъ
a|а
|
namъ|намъ
|
|
jьzbavitъ|избавитъ
a|а
|
podatъ|податъ
tvoje|твоѥ
bo|бо
to|то
gospodi|господи
sъtvoŕьšǞjego|сътвор҄ьшаѥго
i|и
otъ|отъ
ne|не
sǫћьjixъ|сѫщиихъ
nasъ|насъ
|
i|и
|
i|и
padъšę|падъшѧ
paky|пакъі
i|и
sъkrušenomъ|съкроушеномъ
byvъšemъ|бъівъшемъ
|
i|и
|
tvojego|твоѥго
to|то
jestъ|ѥстъ
|
zablǫdivъšǞjego|заблѫдивъшаѥго
vъziščetъ|възищетъ
i|и
otъ|отъ
|
obvortiti|обратити
i|и
pŕ̥vajego|прьваѥго
města|мѣста
dostojьno|достоино
sъtvoriti|сътворити
tvoji|твои
bo|бо
ĺudьje|людиѥ
my|мъі
i|и
ovьkę|овьцѧ
|
tvojeję|твоѥѩ
i|и
tebě|тебѣ
vьxi|вьси
|
sę|сѧ
i|и
tebě|тебѣ
slavǫ|славѫ
i|и
|
vъzdajemъ|въздаѥмъ
kupьno|коупьно
﻿sъ|﻿съ
otьkemь|отьцемь
i|и
﻿sъ|﻿съ
svętomьjimь|свѧтъіимь
duxomь|доухомь
|
i|и
|
i|и
|
trojiki|троици
nyně|нъінѣ
i|и
prisno|присно
i|и
vъ|въ
věky|вѣкъі
věkomъ|вѣкомъ
aminь|аминь
ijoana|иоана
|
|
gorda|града
|
slovo|слово
o|о
smokъvi|смокъви
vъ|въ
velikъjь|великъіи
vъ|въ
|
oko|око
ubo|оубо
vidę|видѧ
ili|или
|
|
ili|или
jьstočьnikъ|источьникъ
|
tekǫћь|текѫщь
těmь|тѣмь
viděnьjemь|видѣниѥмь
tamo|тамо
sę|сѧ
velčetъ|влѣчетъ
i|и
|
umъ|оумъ
|
tamo|тамо
takoђe|такожде
i|и
uxo|оухо
slyšę|слъішѧ
slovesy|словесъі
|
i|и
pověsti|повѣсти
kъ|къ
těmъ|тѣмъ
myslь|мъісль
si|си
prostьretъ|простьретъ
ako|ако
byti|бъіти
takomu|такомоу
tělesьmь|тѣлесьмь
na|на
tomь|томь
městě|мѣстѣ
a|а
myslьjǫ|мъіслиѭ
na|на
onomь|ономь
jьђeže|иждеже
slovo|слово
pověstьjǫ|повѣстиѭ
|
dělo|дѣло
sike|сице
i|и
mъně|мънѣ
nyně|нъінѣ
|
sę|сѧ
|
slyšę|слъішѧ
bo|бо
jevanǵelista|ѥванꙉелиста
|
jǞže|ꙗже
vъ|въ
vitaniji|витании
byšę|бъішѧ
xristosomь|христосомь
dělesa|дѣлеса
o|о
smokъvi|смокъви
sьde|сьде
jesmь|ѥсмь
dělesьmь|дѣлесьмь
a|а
umomь|оумомь
sebe|себе
si|си
tamo|тамо
sǫћǞ|сѫща
tvoŕǫ|творѭ
i|и
mьńǫ|мьнѭ
sę|сѧ
nyně|нъінѣ
vъ|въ
slědy|слѣдъі
jьdy|идъі
voldyky|владъікъі
jisusa|исоуса
i|и
vidę|видѧ
smokъve|смокъве
perђe|прѣжде
|
|
prozębъšǫ|прозѧбъшѫ
i|и
světьlǫ|свѣтьлѫ
a|а
po|по
|
|
i|и
dręxlo|дрѧхло
i|и
suxo|соухо
zautra|заоутра
bo|бо
reče|рече
jisusъ|исоусъ
jьdy|идъі
vъ|въ
gordъ|градъ
vъzolka|възлака
i|и
viděvъ|видѣвъ
smokъve|смокъве
prijьde|прииде
kъ|къ
ńejь|н҄еи
i|и
ničьsože|ничьсоже
obrěte|обрѣте
na|на
ńejь|н҄еи
|
listvьje|листвиѥ
|
i|и
reče|рече
jejь|ѥи
ne|не
bǫdi|бѫди
kъ|къ
semu|семоу
plodъ|плодъ
otъ|отъ
tebe|тебе
vъ|въ
věky|вѣкъі
i|и
tu|тоу
abьje|абиѥ
usъxnǫ|оусъхнѫ
se|се
vamъ|вамъ
nyně|нъінѣ
počьteno|почьтено
bystъ|бъістъ
|
mę|мѧ
dělo|дѣло
|
mi|ми
sę|сѧ
umъ|оумъ
jegъda|ѥгъда
bo|бо
xoћǫ|хощѫ
|
sъkazati|съказати
dělesa|дѣлеса
tu|тоу
abьje|абиѥ
﻿sъ|﻿съ
|
čudesa|чоудеса
kъ|къ
ńimъ|н҄имъ
privelkǫtъ|привлѣкѫтъ
sę|сѧ
i|и
akože|акоже
aћe|аще
kъto|къто
viditъ|видитъ
|
|
jьmějǫћe|имѣѭще
|
kamenьje|камениѥ
čьstьnoje|чьстьноѥ
nosęћe|носѧще
na|на
sebě|себѣ
si|си
tajьna|таина
napisana|написана
xoћetъ|хощетъ
|
viděti|видѣти
|
|
|
sę|сѧ
paky|пакъі
o|о
|
kamenьji|камении
|
bo|бо
sę|сѧ
i|и
kamenьnǫjǫ|каменьнѫѭ
viděti|видѣти
|
i|и
ježe|ѥже
na|на
ńemь|н҄емь
pisano|писано
tajьnoje|таиноѥ
uvěděti|оувѣдѣти
sike|сице
i|и
azъ|азъ
viděvъ|видѣвъ
dělese|дѣлесе
pověstь|повѣсть
světьlǫ|свѣтьлѫ
i|и
dobrǫ|добрѫ
sǫћǫ|сѫщѫ
tamo|тамо
dŕ̥žǫ|дрьжѫ
umъ|оумъ
si|си
vъspętь|въспѧть
velkǫ|влѣкѫ
že|же
sę|сѧ
paky|пакъі
duxovьnomьjimь|доуховьнъіимь
|
ne|не
orzuměti|разоумѣти
čudesъ|чоудесъ
zautra|заоутра
bo|бо
reče|рече
jisusъ|исоусъ
mimojьdy|мимоидъі
vъ|въ
gordъ|градъ
vъzolka|възлака
o|о
|
i|и
|
tajьnajego|таинаѥго
vъzolka|възлака
|
vьxь|вьсь
mirъ|миръ
jьže|иже
otъ|отъ
pęti|пѧти
xlěbъ|хлѣбъ
pętь|пѧть
tysǫћь|тъісѫщь
do|до
|
|
tъ|тъ
že|же
vъzolka|възлака
jьže|иже
|
jedьněmь|ѥдьнѣмь
vodǫ|водѫ
na|на
vino|вино
|
|
vъzolka|възлака
jьže|иже
otъ|отъ
|
živě|живѣ
oči|очи
sъtvori|сътвори
vъzolka|възлака
jьže|иже
po|по
pěnamъ|пѣнамъ
|
xodi|ходи
i|и
nogu|ногоу
vъ|въ
vodě|водѣ
ne|не
omoči|омочи
vъzolka|възлака
jьže|иже
dušę|доушѧ
jьz|из
tělesъ|тѣлесъ
jьzvoditъ|изводитъ
i|и
paky|пакъі
vъvoditъ|въводитъ
﻿sъ|﻿съ
slovesьmь|словесьмь
to|то
kako|како
golgoĺetъ|глагол҄етъ
isajijǞ|исаиꙗ
bogъ|богъ
věčьnъjь|вѣчьнъіи
ne|не
vъzolčetъ|възлачетъ
ni|ни
truditъ|троудитъ
sę|сѧ
xristosъ|христосъ
že|же
bogъ|богъ
|
|
věrujǫћujemu|вѣроуѭщоуѥмоу
golgoĺǫћujemu|глаголѭщоуѥмоу
jьspŕ̥va|испрьва
bě|бѣ
slovo|слово
i|и
slovo|слово
bě|бѣ
u|оу
boga|бога
i|и
bogъ|богъ
bě|бѣ
slovo|слово
kako|како
ubo|оубо
vъzolka|възлака
bogъ|богъ
nъ|нъ
vъzolka|възлака
|
obrazomь|образомь
|
že|же
pętь|пѧть
tysęћь|тъісѧщь
akože|акоже
vъ|въ
ńemь|н҄емь
|
|
prijьde|прииде
kъ|къ
smokъvi|смокъви
vidimъjь|видимъіи
čьlověkъ|чьловѣкъ
bě|бѣ
že|же
|
ježe|ѥже
na|на
ńemь|н҄емь
orzumějemoje|разоумѣѥмоѥ
|
vidě|видѣ
smokъve|смокъве
|
čьlověka|чьловѣка
|
|
jǫ|ѭ
slovomь|словомь
|
bogъ|богъ
reče|рече
ne|не
bǫdi|бѫди
kъ|къ
semu|семоу
otъ|отъ
tebe|тебе
ploda|плода
vъ|въ
věky|вѣкъі
i|и
dělo|дѣло
vъ|въ
slědъ|слѣдъ
jьděaše|идѣаше
i|и
tu|тоу
abьje|абиѥ
smoky|смокъі
|
slovo|слово
čьlověčьsko|чьловѣчьско
nъ|нъ
dělo|дѣло
|
nъ|нъ
velьmi|вельми
|
jьskati|искати
vъžĺubĺeniji|въжлюбл҄ении
|
|
otъ|отъ
mъnogъjixъ|мъногъіихъ
sъkazano|съказано
akože|акоже
mъně|мънѣ
sę|сѧ
mьnitъ|мьнитъ
nъ|нъ
ne|не
po|по
jьstině|истинѣ
obače|обаче
perђe|прѣжде
varivъšьjixъ|варивъшиихъ
vamъ|вамъ
besědujemъ|бесѣдоуѥмъ
|
i|и
o|о
ńemьže|н҄емьже
my|мъі
trudili|троудили
sę|сѧ
perdi|прѣди
prinesemъ|принесемъ
|
bo|бо
orzuměti|разоумѣти
vъ|въ
pověsti|повѣсти
|
ležęjь|лежѧи
umъ|оумъ
vъ|въ
velikě|велицѣ
glǫbině|глѫбинѣ
jьměję|имѣѩ
sъkrъvenъ|съкръвенъ
tajьnajego|таинаѥго
|
kajǞ|каꙗ
bo|бо
bě|бѣ
běda|бѣда
slovomь|словомь
jьssъxnǫti|иссъхнѫти
smokъvi|смокъви
a|а
ne|не
slovomь|словомь
ploda|плода
jьměti|имѣти
ježe|ѥже
bo|бо
slovomь|словомь
|
jǫ|ѭ
možǞaše|можааше
i|и
slovomь|словомь
|
sъtvoriti|сътворити
čьto|чьто
li|ли
sъgrěši|съгрѣши
smoky|смокъі
aћe|аще
kъto|къто
rečetъ|речетъ
jegъda|ѥгъда
ne|не
bě|бѣ
jejь|ѥи
vermene|врѣмене
|
jevanǵelistu|ѥванꙉелистоу
golgoĺǫћu|глаголѭщоу
zimě|зимѣ
byti|бъіти
vъ|въ
to|то
vermę|врѣмѧ
i|и
aћe|аще
ne|не
koje|коѥ
jestъ|ѥстъ
tajьnoje|таиноѥ
čьlověkъ|чьловѣкъ
|
o|о
ńejь|н҄еи
tvorimo|творимо
obręћetъ|обрѧщетъ
sę|сѧ
i|и
gospodь|господь
po|по
jedьnomu|ѥдьномоу
obrazu|образоу
xvalimъ|хвалимъ
ubo|оубо
ako|ако
slovomь|словомь
|
|
že|же
ako|ако
bez|без
uma|оума
jǫ|ѭ
proklę|проклѧ
nъ|нъ
|
jestъ|ѥстъ
orzuměti|разоумѣти
o|о
semь|семь
vъžĺubĺeniji|въжлюбл҄ении
čьjь|чии
obrazъ|образъ
prinese|принесе
smokъvi|смокъви
ne|не
bo|бо
bě|бѣ
nikoježe|никоѥже
xristosomь|христосомь
byvajemoje|бъіваѥмоѥ
dělo|дѣло
ježe|ѥже
i|и
ne|не
jьměaše|имѣаше
tajьnajego|таинаѥго
čьlověkъ|чьловѣкъ
|
tvorimajego|творимаѥго
|
bo|бо
|
bě|бѣ
otъ|отъ
ńego|н҄его
sъtvoŕeno|сътвор҄ено
dělo|дѣло
ježe|ѥже
něstъ|нѣстъ
dělo|дѣло
|
|
ježe|ѥже
ne|не
vъpьjǞaše|въпиꙗаше
jьstinǫ|истинѫ
|
ježe|ѥже
ne|не
kъ|къ
nebesьnujemu|небесьноуѥмоу
|
podvigněaše|подвигнѣаше
umъ|оумъ
sejь|сеи
smokъvi|смокъви
mъnogi|мъноѕи
|
rěšę|рѣшѧ
o|о
|
|
priloženě|приложенѣ
byti|бъіти
kъ|къ
ńejьže|н҄еиже
reče|рече
prijьde|прииде
gospodь|господь
jьščę|ищѧ
na|на
ńejь|н҄еи
ploda|плода
věry|вѣръі
i|и
ne|не
obrěte|обрѣте
na|на
ńejь|н҄еи
nъ|нъ
|
i|и
slovesy|словесъі
proročьskyjimi|пророчьскъіими
i|и
zakonьnyjimi|законьнъіими
|
|
krasęћe|красѧще
sę|сѧ
těmь|тѣмь
i|и
|
jǫ|ѭ
reky|рекъі
ne|не
bǫdi|бѫди
kъ|къ
semu|семоу
plodъ|плодъ
otъ|отъ
tebe|тебе
vъ|въ
věky|вѣкъі
nъ|нъ
azъ|азъ
|
semu|семоу
|
sę|сѧ
|
golgolati|глаголати
|
ne|не
bo|бо
sike|сице
jestъ|ѥстъ
jьstina|истина
orzumъ|разоумъ
kako|како
bo|бо
proklę|проклѧ
gospodь|господь
golgoĺęjь|глаголѩи
bolgoslovestite|благословестите
a|а
ne|не
klьněte|кльнѣте
kako|како
li|ли
i|и
|
proklę|проклѧ
i|и
|
golgoĺęjь|глаголѩи
ne|не
prijьde|прииде
synъ|съінъ
čьlověčьskъjь|чьловѣчьскъіи
pogubitъ|погоубитъ
nъ|нъ
vъziskatъ|възискатъ
i|и
sъpastъ|съпастъ
pogybъšeje|погъібъшеѥ
aћe|аще
li|ли
kъto|къто
ješčě|ѥщѣ
|
golgoĺetъ|глагол҄етъ
i|и
pьritъ|пьритъ
sę|сѧ
golgoĺę|глаголѩ
|
|
priloženě|приложенѣ
byti|бъіти
smokъvi|смокъви
|
kako|како
jьz|из
korenьjǞ|корениꙗ
usъxъjь|оусъхъіи
|
|
pavьla|павьла
|
bě|бѣ
i|и
|
i|и
|
i|и
mъnogi|мъноѕи
jьni|ини
i|и
jьněxъ|инѣхъ
po|по
rędu|рѧдоу
nyně|нъінѣ
jьmenъ|именъ
mъnožьstva|мъножьства
|
slovesъ|словесъ
|
golgolati|глаголати
i|и
akože|акоже
ni|ни
|
|
ĺudi|люди
|
gospodь|господь
sъvěděteĺьstvujetъ|съвѣдѣтел҄ьствоуѥтъ
mi|ми
pavьlъ|павьлъ
golgoĺę|глаголѩ
golgoĺǫ|глаголѭ
ubo|оубо
|
|
ĺudi|люди
svoję|своѩ
gospodь|господь
ne|не
bǫdi|бѫди
|
i|и
azъ|азъ
|
jesmь|ѥсмь
otъ|отъ
sěmene|сѣмене
avraamĺǞ|авраамлꙗ
|
|
ne|не
|
gospodь|господь
ĺudьjь|людии
svojixъ|своихъ
nъ|нъ
i|и
sъpasenьje|съпасениѥ
ĺudьmъ|людьмъ
těmъ|тѣмъ
vъ|въ
poslědьńęję|послѣдьнѩѩ
dьni|дьни
obvěћǞ|обѣща
ježe|ѥже
golgoĺetъ|глагол҄етъ
jegъda|ѥгъда
konьkь|коньць
językъ|ѩзъікъ
vъlězetъ|вълѣзетъ
tъgъda|тъгъда
vьxь|вьсь
jizrajiĺь|израил҄ь
sъpasetъ|съпасетъ
sę|сѧ
aћe|аще
bo|бо
i|и
bogi|боѕи
vorgi|враѕи
byšę|бъішѧ
|
nasъ|насъ
|
byšę|бъішѧ
da|да
my|мъі
těxъ|тѣхъ
|
|
sę|сѧ
akože|акоже
sъvěděteĺьstvujetъ|съвѣдѣтел҄ьствоуѥтъ
mi|ми
pavьlъ|павьлъ
golgoĺę|глаголѩ
po|по
|
reče|рече
vorgi|враѕи
vasъ|васъ
|
i|и
po|по
|
vъžĺubĺeniji|въжлюбл҄ении
otьkь|отьць
|
bez|без
|
darove|дарове
jьzbavĺenьje|избавл҄ениѥ
svęto|свѧто
vъziskati|възискати
ubo|оубо
|
vъžĺubĺeniji|въжлюбл҄ении
slovese|словесе
ježe|ѥже
o|о
smokъvi|смокъви
čьjь|чии
prinese|принесе
obrazъ|образъ
nъ|нъ
aћe|аще
ty|тъі
|
pomęneši|помѧнеши
jegъda|ѥгъда
vъ|въ
|
|
kojego|коѥго
|
listvьje|листвиѥ
vъzьmъ|възьмъ
i|и
|
sebě|себѣ
si|си
odeђǫ|одеждѫ
sъtvori|сътвори
uzьriši|оузьриши
kako|како
vъ|въ
pravьdǫ|правьдѫ
jǫ|ѭ
|
ne|не
to|то
li|ли
listvьje|листвиѥ
|
vъzьmъ|възьмъ
svojь|свои
studъ|стоудъ
pokryvaaše|покръівааше
prijьde|прииде
ubo|оубо
gospodь|господь
i|и
jǞže|ꙗже
ješčě|ѥщѣ
vъ|въ
tę|тѧ
vъnide|въниде
smokъvi|смокъви
toję|тоѩ
|
|
slovesьmь|словесьмь
|
otę|отѧ
ti|ти
|
i|и
dastъ|дастъ
ti|ти
bogatьstvo|богатьство
otę|отѧ
ti|ти
studa|стоуда
|
i|и
dastъ|дастъ
ti|ти
|
sněgъ|снѣгъ
odeђǫ|одеждѫ
vodojǫ|водоѭ
i|и
duxomь|доухомь
jьstъkanǫ|истъканѫ
|
listvьje|листвиѥ
smokъvi|смокъви
i|и
vъzdastъ|въздастъ
ti|ти
|
dušę|доушѧ
kajǞ|каꙗ
|
jǞže|ꙗже
zmьjǞ|змиꙗ
|
vъ|въ
|
﻿sъ|﻿съ
anǵely|анꙉелъі
orvьnǫjǫ|равьнѫѭ
|
|
piћǫ|пищѫ
|
odeђǫ|одеждѫ
nъ|нъ
obvortimъ|обратимъ
sę|сѧ
na|на
načętъkъ|начѧтъкъ
zautra|заоутра
reče|рече
vъsxodę|въсходѧ
vъ|въ
gordъ|градъ
jisusъ|исоусъ
vъzolka|възлака
zautra|заоутра
jegъda|ѥгъда
noћь|нощь
|
mimojьde|мимоиде
i|и
|
xristosъ|христосъ
|
světъ|свѣтъ
prosvěti|просвѣти
mirovi|мирови
|
bo|бо
xristosъ|христосъ
akože|акоже
reče|рече
prorokъ|пророкъ
|
|
gotovo|готово
obręћemъ|обрѧщемъ
jego|ѥго
zautra|заоутра
vъsxodę|въсходѧ
vъ|въ
gordъ|градъ
jisusъ|исоусъ
zautra|заоутра
jegъda|ѥгъда
tьmьnajǞ|тьмьнаꙗ
sъmŕ̥tь|съмрьть
|
slavy|славъі
xristosovy|христосовъі
jьzgybe|изгъібе
i|и
|
|
pravьdьnoje|правьдьноѥ
sl̥nьke|слъньце
vъ|въ
|
sŕ̥dьkixъ|срьдьцихъ
prosvěti|просвѣти
zautra|заоутра
jegъda|ѥгъда
|
|
|
proster|прострѣ
i|и
|
dьjǞvolomь|диꙗволомь
dušę|доушѧ
|
něstъ|нѣстъ
ježe|ѥже
ukrъjetъ|оукръіѥтъ
|
jego|ѥго
studenomьjimь|стоуденъіимь
bo|бо
grěxomь|грѣхомь
