lemma,lemma_id,pos,lemma_has_jer,tokens,jer_tokens
мужь,120689,Nb,false,мужь|мужа|мѹжь|мужи|мужѣ|мужемь|мужю|мѹжеви|мѹжъ|мѫжь|муже|мꙋжь|МУЖУ|мѹжеи|мѹжѹ|мѹжи|мѹжемъ|мѹжа|мѹж̏|мѹжей|мѹж|Мѹжѹ|мѹжїе|мужии|мужемъ|мужь.|мужеви|мьжь|мужем|мѹж҃|муж҃|моуж҃|мѹже|мѹж҃и|можи|мужьми|мѹжьмь|моужеи|мꙋжеи|моужь|моужа|мѹжы|мужей|моужи|моужемъ|мꙋжа|мужї|мꙋж|мужъ|муж|мꙋжїе|мѹжем|моужъ|моуж|мꙋжи|моужоу|мꙋжей,мужь.
находьникъ,120694,Nb,true,находици,
насельникъ,120695,Nb,true,населници|насельници,
въставити,120713,V-,true,встави|вставити|вставиша|вставить|въставити,
узьрѣти,120728,V-,true,оузриши|оузрѣста|оузрѣ|оузрѧть|оузрите|оузрѣша|оузрѧше|оузрѣвше|оузрю|оузрѣти|оузришь|оусрѣте|ѹзьревъ|ѹзрѣша|ѹзрѣ|ꙋзрѣвъ|ꙋзрѣша|ѹзрѣвше|узьрю|узьрѣста|узьрѣ|узьрѣти|узьрѣвъше|ѹȥрѣ|ѹзриши|ѹзрѣв꙽ше|ѹзрите|оузрѣв,узьрю|узьрѣста|узьрѣ
градъкъ,120729,Nb,true,градокъ|градок|градоко,
въпрашати,120730,V-,true,вопрошают|оупращаста|въпраша|въпрашающим|впраша|впрашаи|впрашати|впрашаша|въпрашати|въпрашаше|вопрашаѧ|вопрошати|вопрошашѧ|вопрашающе|вопрошаем꙽|вопрашаю|вопрошаеши|вопрошах|впрашахъ,въпраша|въпрашаше
съдѣлати,120734,V-,true,здѣлано|зьдѣлати|здѣлат|здѣлаетъ|зделалъ|здѣлает|здѣлати|здѣлать|здѣлают|здѣлалъ|сдѣлаша|съдѣлаша|сдѣла|здѣлавъ|здѣлаша|съдѣланнаго|здѣлал|зделавъ|здѣлали|содѣлаетъ|здѣлаю|содѣланная|содѣлает|зделала|зделаны|зделаите|содѣлалъ|съдѣлана,съдѣлаша
польскыи,120745,A-,true,польскою|полскимъ|полские|полского|полскои|полскомꙋ|полскихъ|полскому,
прияти,120750,V-,false,прииметь|принѧлъ|приіметь|приѧли|прїимши|прїимѹтъ|прїимете|прїимет|прїимѣтъ|прияша|приялъ|прия|пріяша|прияли|приимуть|прияти|приимъ|прими|приемше|прииму|прияхомъ|прияти::|приемъ|преиму|приимше|поресяхомъ|приими|прияла|пріимемъ|приимеши|приемшю|приятъ|прїяти|приял|прияхъ|приимшю|прияхом|приимшим|приметь|приїмете|приимете|приимши|прияста|приимем|приꙗша|приꙗ|приꙗтъ|приѧ|приꙗста|приꙗлъ|приимѣва|приꙗти|приіму|пріімше|приꙗли|приꙗхом|прияхом҃|приимьть|приꙗхъ|приꙗть|приимъши|приꙗсте|приимѣте|приимѹть|приимъше|приимъшю|прїимꙋть|прїѧ|прїими|приимет|прїиметь|прїа|прїатъ|прїимут|прїим꙽ши|прїꙗста|прїѧти|прїем꙽ши|прїим|прїѧтъ|прїѧлъ|прїѧхъ|прїимъ|прїаша|прїати|пріꙗти|прїимоуть|прїахъ|прїали|прїасте|прїат|прїалъ|прїѧша,приимьть
седмьдесятъ,120752,Ma,true,о҃|семьюдесѧтъ|семидесѧтъ|о͠|семъдесят,
грькъ,120754,Nb,true,грека|грекъ|грек,
отъити,120758,V-,true,ѿидѹтъ|ѿшедъ|ѡтоидет|ѿшедшю|ѿиде|ѿидѣта|ѿидоша|ѿидеть|ѿшедшим|ѿити|ѿшедъше|ѿідоша|ѡтъшедъ|ѿшедше|ѿшедших҃|Ошедъшю|ошьла|отъити|ѿшьдъшю|ѡтъиде|отъиде|ѡтъити|отъидеть|отъидоста|ѿшедъшю|отъидоша|отъшьдъше|ѿидѧше|ѿшьдъ|ѿъиде|ѿидохъ|ѿидето|отъидем|отоити|ѿшед|ѿшелъ|ѿидоста|ѿиди,ѡтъиде|отъиде|отъидеть|отъидоста|отъидоша|ѿъиде|отъидем
чьрныи,120760,A-,true,черное|чернѹю|чернии|черные|чернѣ|черни|черныи|чьрнꙑ|черноі|чернꙑи|чьрнъ|чернаго|черны|черныѧ|черно|чръный|чръныя|Чръна|чръною|черному|черна|чернымъ|чернова|черныя,
вънутрь,120764,R-,true,внутрь,
въити,120766,V-,true,,
хрьстиянинъ,120767,Nb,true,ХРИСТИЯНИНУ|хрстїѧнїна|хрстїѧнїнѹ|хрстїѧне|хрстїѧн̏нѹ|хрстїѧномъ|хрстїѧнъ|хрстїѧнинѹ|хесяне|кртснмъ|х҃еяне|х҃еянии|хесянъ|хесянинъ|хесянина|хесѧнъ|хсеянъ|хесѧни|хсеянехъ|хесяномъ|хсьяне|хсьяномъ-|хьсяны|хсьяномъ|хьсяном|хрс҃тьꙗномъ|хрсьꙗне|хсьꙗне|хрсьꙗном|хрс҃ьянину|хртсияны|хрситьянъ|христьянинъ|хртсьянъ|хртсиянъ|хртсьяны|хрстиꙗне|хрстїан|хрстїаномъ|хрстїаном|хртїане|хрстїане|хрьстиꙗномъ|хрстиѧне|крстїѧне|хрстїѧнинъ|хрстиане|хрстїанинъ|хрстиянин|хртияне|хрстияном|хрст҃ияном|хрстїѧнехъ,хртсьянъ
сътворити,120768,V-,true,сътворѧ|сотворити|сотвориши|сотворѧт|сотворит|сотворих|сотвори|сотворитъ|сотворшїи|сотворѧтъ|створиша|створи|створивше|створити|створѧть|створить|створилъ|створивыи|створимъ|створю|створих|створив|сворить|створил|створьшаго|створихъ|створите|створїлъ|створѧеть|створихом|створше|створили|створенъ|створѧше|створь|створиста|створивъ|створила|створиши|створишь|створим|створї|створивъше|сътвори|стори|створившеѥ|створившю|створшему|створисте|створило|створихом҃|створит|створшии|състворихом|створенаа|сътворити|сътворю|сътворивъша|сътворихъ|сътворивъше|сътворите|сътворихомъ|сътворить|сътворитъ|сътворита|сътворилъ|створихомъ|сътворьшю|сътворивъ|сътворивѣ|створьше|сътвориши|сътворимъ|сътворьша|сътворено|сътворьше|сътвориша|сьтвори|сътворь|створивъшемъ|сътворивъшю|створшимъ|сʼтворить|сътвореныхъ|сʼтворити|сʼтворю|сʼтворимъ|сʼтвориша|сътворим|сʼтвори|сʼтвориши|сътворенъ|сотворите|сотворить|сотвориша|Сотвори|сотворю|сътворих|сътворит|сотворим|сотворя|сотворилъ|сотворили|сотворил|сотворь|сотвориста|сотворивъ|сотвор꙽ше|сотворени|сотворихомъ|сотворихъ|сотвѡри,сътвори|състворихом|сътворю|сътворихъ|сътворихомъ|сътворить|сътворитъ|сътвориши|сътворимъ|сътвориша|сьтвори|сътворих|сътворит
дъва,120769,Ma,true,в҃|двою|дву|два|двѣ|дъвѣ|дова|в|довѣ|дъва|двѹ|двѣма|.в҃|двема|дъвою|дъвѣма|дъвѹ|двꙋ|двоу|две|двем|двух|двухъ|двоихъ|двоих|В|двꙋх,
съто,120770,Mo,true,,
едъва,120772,Df,true,едва|едъва|єдва,
цьркы,120775,Nb,true,црк҃ви|цр҃квамъ|ц҃рквамъ|цкр҃вамъ|цр҃кви|цѣрькви|цр҃кьви|цсркви|цр҃квах|ц҃ркви|цр҃квь|цр҃кве|цр҃квии|црк҃вью|црк҃и|цр҃ки|цр҃квхъ|ц҃рквь|ц҃рки|ц҃ркве|црвкъ|црк҃вь|црк҃ве|црк҃вамъ|црк҃вии|цр҃кы|црксви|црк҃ы|церкви|церкы|цр҃ькви|црк҃въ|црк҃ꙑ|цр҃кꙑ|црк҃кꙑ|цр҃ковь|чрк҃ꙑ|цркв҃и|цьрковь|цркв҃ь|црк҃овь|црькꙑ|црк҃ъви|црквь|црьковь|цр҃вь|црк҃вахъ|црк҃вма|церквии|цркв҃хъ|црк҃в|црк҃виі|церковь|цркве|цр҃кв҃и|ц҃рькви|цьркви|цр҃къвь|цр҃ькъвь|цьркъви|цр҃квию|црквамъ|церквеи|црькви|ц҃рквам|цр҃квам|цр҃ков|цр҃квѣ|ц҃рквѣ|цр҃ковъ|црквѣ|црк҃овъ|церквѣ|црквам|ц҃рви|цр҃кв|цркви|цр҃ьковь|ц҃рьковь|цр҃квїи|церковю|цр҃кѡвь|цсрки,цр҃ькви
съкупити,120780,V-,true,скуписта|съкѹпивъ,
божьствьныи,120800,A-,true,бж҃ственыхъ|бжственых|бж҃ественомѹ|бж҃естьвеное|бж҃ественымъ|бж҃твную|бжствнмь|бжтсвенами|бжственымь|бжтсвенаго|бжтсвеное|бжствная|бжственымъ|бъжьствьнѣи|б҃жьствьныи|бж҃ьствьныи|бж҃ствьныи|б҃жствьною|бж҃ствьнааго|бж҃ьствьнѹю|бж҃ьствьноѥ|бж҃ствьнѹѹмѹ|бж҃ствьноѥ|бж҃ествьнѹѹмѹ|бж҃ьствьнѣмь|божьствьныимь|божьствьнѣи|бж҃ьствьныимь|божьствьнааго|бжственных|бж҃ественныя|бжственнаго|бжственному|бжственым|бж҃ественым|бжственаго|бжственыхъ|бжственыѧ|бжственомꙋ|бжственѹю|бжственою|бжственаѧ|бж҃ественѹю|бж҃ес꙽твеныи|бжственꙋю|бжственѣмъ|бжственоую|бжствеными|бжственое|бжственаа|бжственыи|бж҃ественомꙋ,
вълна,120804,Nb,true,волнѹ|волнамъ|вълнꙑ|вълнѹ|влънами|влънах|волнъ,
съмясти,120808,V-,true,смѧте|съмѧтоша|смѧтоша|съмѧтъ|съмѧте|съмѧтъше,съмѧтоша|съмѧте
избити,120811,V-,false,избивъ|избито|изби|изъбьють|избиите|избіша|избиша|избью|избихъ|избило|избила|избивше|избьеных|избьено|избїша|избивъше|избьени|избища|избити|избьѥнꙑхъ|избьѥве|избьѥныхъ|избили|ізбиша|ізби|избита|избиты|избьемъ|избьєно|избиѥть|избии|збиша|избьенʼныхъ|избьеныхъ|иȥби|избьен’нꙑхъ|избилъ,изъбьють|избью|избьѥве|избьемъ
възвратити,120816,V-,true,возъвратим|в-зъвратиша|възратив|възрати|възратиша|възъвратиша|возъвратиша|возъвращю|возъврати|възратим|възврати|възъвратившю|възвратиша|възвратѧт|възвративъ|возвратиша|възвратим|възвратѧшет|взвратим|възвратѧшеть|възвратимъ|възвративше|възаратиша|възвративша|возвратиста|взвратиша|Възъврати|възвратѧть|възвратит|възватить|възвращенъ|възвративъшю|възвративъше|възвратꙗть|възвращю|възвратиши|възвратити|възвращѹ|възвратилъ|възвратѧше|възвратиста|възʼвратившим|възʼвратиша|възвратихъ|возврати|въȥрати|воȥврати|возвратило|возвратим|возвратит|возвратил|возвратили|возратим꙽|воз꙽вратити|возъвратим꙽,возъвратим|в-зъвратиша|възрати|възратиша|възъвратиша|возъвратиша|возъвращю|возъврати|възратим|възврати|възвратиша|възвратѧт|възвратим|възвратѧшет|възвратѧшеть|възвратимъ|възаратиша|възвративша|Възъврати|възвратѧть|възвратит|възватить|възвратꙗть|възвращю|възвратиши|възвращѹ|възвратѧше|възвратиста|възʼвратиша|възвратихъ|въȥрати|возъвратим꙽
осмьдесятъ,120817,Ma,true,п҃|иі҃|осмидесѧт|ѡсмьдесѧтъ|п|восмъдесятъ,
