jьz|из 
umъnoživъ|умножив umъnožiti|умножити umъnoženъ|умножен umъnožilo|умножило umъnožili|умножили umъnožila|умножила umъnožь|умнож umъnožačь|умножач umъnoža|умножа umъnožaaxomъ|умножаахом umъnožaašete|умножаашете umъnožaašeta|умножаашета umъnožimь|умножимь umъnožaaxu|умножааху umъnožaaxově|умножаахове umъnožilъ|умножил umъnožaaše|умножааше umъnožaaxъ|умножаах umъnožiša|умножиша umъnožixomъ|умножихом umъnožista|умножиста umъnožixově|умножихове umъnožitъ|умножит umъnoži|умножи umъnožatь|умножать umъnožimъ|умножим umъnožite|умножите umъnožita|умножита umъnožiste|умножисте umъnoživě|умноживе umъnožitь|умножить umъnožixъ|умножих umъnožiši|умножиши umъnožu|умножу 
sъstupivъ|сступив sъstupitъ|сступит sъstupiti|сступити sъstupĺenъ|сступлен sъstupilo|сступило sъstupili|сступили sъstupila|сступила sъstupilъ|сступил sъstupĺь|сступль sъstupä|сступя sъstupäčь|сступяч sъstupimь|сступимь sъstupĺaaxu|сступляаху sъstupĺaaxomъ|сступляахом sъstupĺaašete|сступляашете sъstupĺaašeta|сступляашета sъstupĺaaše|сступляаше sъstupĺaaxъ|сступляах sъstupiša|сступиша sъstupiste|сступисте sъstupista|сступиста sъstupixově|сступихове sъstupi|сступи sъstupimъ|сступим sъstupite|сступите sъstupita|сступита sъstupĺaaxově|сступляахове sъstupixomъ|сступихом sъstupätь|сступять sъstupivě|сступиве sъstupixъ|сступих sъstupitь|сступить sъstupiši|сступиши sъstupĺu|сступлю 
cěsaŕьstvujěmъ|цесарьствуем cěsaŕьstvujěte|цесарьствуете cěsaŕьstvujěta|цесарьствуета cěsaŕьstvovatъ|цесарьствоват cěsaŕьstvovanъ|цесарьствован cěsaŕьstvovalo|цесарьствовало cěsaŕьstvovali|цесарьствовали cěsaŕьstvovala|цесарьствовала cěsaŕьstvovalъ|цесарьствовал cěsaŕьstvovavъ|цесарьствовав cěsaŕьstvujučь|цесарьствуюч cěsaŕьstvovati|цесарьствовати cěsaŕьstvujimъ|цесарьствуим cěsaŕьstvujite|цесарьствуите cěsaŕьstvuji|цесарьствуи cěsaŕьstvujimь|цесарьствуимь cěsaŕьstvovaaxu|цесарьствовааху cěsaŕьstvovaaxomъ|цесарьствоваахом cěsaŕьstvovaašeta|цесарьствоваашета cěsaŕьstvovaaxově|цесарьствоваахове cěsaŕьstvovaaše|цесарьствовааше cěsaŕьstvovaaxъ|цесарьствоваах cěsaŕьstvovaša|цесарьствоваша cěsaŕьstvuja|цесарьствуя cěsaŕьstvovaxomъ|цесарьствовахом cěsaŕьstvujivě|цесарьствуиве cěsaŕьstvovaašete|цесарьствоваашете cěsaŕьstvovaste|цесарьствовасте cěsaŕьstvovasta|цесарьствоваста cěsaŕьstvovaxově|цесарьствовахове cěsaŕьstvova|цесарьствова cěsaŕьstvujita|цесарьствуита cěsaŕьstvovaxъ|цесарьствовах cěsaŕьstvujěvě|цесарьствуеве cěsaŕьstvujutь|цесарьствують cěsaŕьstvujemъ|цесарьствуем cěsaŕьstvujete|цесарьствуете cěsaŕьstvujeta|цесарьствуета cěsaŕьstvujevě|цесарьствуеве cěsaŕьstvujetь|цесарьствуеть cěsaŕьstvuješi|цесарьствуеши cěsaŕьstvuju|цесарьствую 
sъgorětъ|сгорет sъgorěti|сгорети sъgorěnъ|сгорен sъgorělo|сгорело sъgorěla|сгорела sъgorělъ|сгорел sъgorěvъ|сгорев sъgorä|сгоря sъgori|сгори sъgoŕimь|сгорьимь sъgorěli|сгорели sъgorěaxu|сгоряху sъgorěaxomъ|сгоряхом sъgorěašete|сгоряшете sъgorěašeta|сгоряшета sъgorěaxově|сгоряхове sъgorěaše|сгоряше sъgorěaxъ|сгорях sъgorěša|сгореша sъgorěxomъ|сгорехом sъgorěste|сгоресте sъgorěsta|сгореста sъgorěxově|сгорехове sъgorě|сгоре sъgorätь|сгорять sъgorimъ|сгорим sъgorite|сгорите sъgorita|сгорита sъgorivě|сгориве sъgoräčь|сгоряч sъgoritь|сгорить sъgoriši|сгориши sъgorěxъ|сгорех sъgoŕu|сгорю 
zažьʒěmъ|зажзьем zažьʒěte|зажзьете zažьʒěta|зажзьета zažьʒěvě|зажзьеве zažьʒi|зажзьи zažьʒěmь|зажзьемь 
prězьrěnъ|презьрен prězьrělo|презьрело prězьrěli|презьрели prězьrěla|презьрела prězьrělъ|презьрел prězьrěvъ|презьрев prězьrěti|презьрети prězьräštь|презьрящ prězьrä|презьря prězьri|презьри prězьŕimь|презьрьимь prězьrěaxu|презьряху prězьrěaxomъ|презьряхом prězьrěašete|презьряшете prězьrěaxově|презьряхове prězьrětъ|презьрет prězьrěaše|презьряше prězьrěaxъ|презьрях prězьrěša|презьреша prězьrěxomъ|презьрехом prězьrěste|презьресте prězьrěsta|презьреста prězьrěxově|презьрехове prězьrě|презьре prězьrěxъ|презьрех prězьrätь|презьрять prězьrimъ|презьрим prězьrite|презьрите prězьrita|презьрита prězьrivě|презьриве prězьritь|презьрить prězьriši|презьриши prězьrěašeta|презьряшета prězьŕu|презьрю 
najьdäčь|найдяч najьdä|найдя najьdite|найдите najьdoša|найдоша najьdoxomъ|найдохом najьdosta|найдоста najьdoxově|найдохове najьdoxъ|найдох najьtъ|нает najьti|найти najьdenъ|найден našьlo|нашло našьli|нашли našьla|нашла našьlъ|нашел našьdъ|нашед najьdučь|найдуч najьda|найда najьděmъ|найдем najьděta|найдета najьděvě|найдеве najьdi|найди najьděmь|найдемь najьděaxu|найдяху najьděaxomъ|найдяхом najьděašete|найдяшете najьděte|найдете najьděašeta|найдяшета najьděaxově|найдяхове najьděaše|найдяше najьděaxъ|найдях najьdoste|найдосте najьdomъ|найдом najьdově|найдове najьde|найде najьdutь|найдуть najьdemъ|найдем najьdete|найдете najьdeta|найдета najьdevě|найдеве najьdъ|наед najьdetь|найдеть najьdeši|найдеши najьdu|найду 
vъlěsä|влеся vъlěsomъ|влесом vъlěste|влесте vъlěsta|влеста vъlěsově|влесове vъlěsъ|влес vъlězoša|влезоша vъlězoxomъ|влезохом vъlězoste|влезосте vъlězosta|влезоста vъlězoxъ|влезох vъlěstъ|влест vъlězenъ|влезен vъlězlo|влезло vъlězli|влезли vъlězla|влезла vъlězlъ|влезл vъlězučь|влезуч vъlěza|влеза vъlězěmъ|влезем vъlězi|влези vъlězěmь|влеземь vъlězěaxu|влезяху vъlězěaxomъ|влезяхом vъlězěašete|влезяшете vъlězěašeta|влезяшета vъlěsti|влести vъlězěte|влезете vъlězěaxově|влезяхове vъlězěaše|влезяше vъlězoxově|влезохове vъlězěaxъ|влезях vъlězově|влезове vъlěze|влезе vъlězěta|влезета vъlězomъ|влезом vъlězъ|влез vъlězutь|влезуть vъlězěvě|влезеве vъlězemъ|влезем vъlězete|влезете vъlězeta|влезета vъlězevě|влезеве vъlězetь|влезеть vъlězeši|влезеши vъlězu|влезу 
pozъvanъ|позван pozъvalo|позвало pozъvali|позвали pozъvala|позвала pozъvalъ|позвал pozъvavъ|позвав pozъvaaxu|позвааху pozъvaaxomъ|позваахом pozъvaašete|позваашете pozъvaaxově|позваахове pozъvati|позвати pozъvaaše|позвааше pozъvaaxъ|позваах pozъvaša|позваша pozъvaxomъ|позвахом pozъvaste|позвасте pozъvatъ|позват pozъvaxově|позвахове pozъva|позва pozъvaašeta|позваашета pozъvaxъ|позвах pozъvasta|позваста 
sъzъvatъ|созват sъzъvati|созвати sъzovomъ|сзовом sъzъvalo|созвало sъzъvalъ|созвал sъzъvavъ|созвав sъzova|сзова sъzověta|сзовета sъzověvě|сзовеве sъzověmь|сзовемь sъzъvali|созвали sъzъvala|созвала sъzovučь|сзовуч sъzъvaaxu|созвааху sъzъvaašete|созваашете sъzъvaašeta|созваашета sъzověte|сзовете sъzъvaaxomъ|созваахом sъzъvaaxově|созваахове sъzъvaaše|созвааше sъzъvaaxъ|созваах sъzъvaša|созваша sъzъvaxomъ|созвахом sъzъvaste|созвасте sъzovi|сзови sъzъvaxově|созвахове sъzъva|созва sъzъvanъ|созван sъzъvaxъ|созвах sъzъvasta|созваста sъzovutь|сзовуть sъzovemъ|сзовем sъzovete|сзовете sъzoveta|сзовета sъzovevě|сзовеве sъzovetь|сзоветь sъzoveši|сзовеши sъzověmъ|сзовем sъzovu|сзову 
projьdäčь|пройдяч projьdä|пройдя projьdite|пройдите projьdoša|пройдоша projьdoxomъ|пройдохом projьdoste|пройдосте projьdoxově|пройдохове projьtъ|проет prošьlo|прошло prošьla|прошла prošьli|прошли prošьlъ|прошел prošьdъ|прошед projьti|пройти projьdučь|пройдуч projьda|пройда projьděte|пройдете projьděta|пройдета projьděvě|пройдеве projьdi|пройди projьděmь|пройдемь projьděaxu|пройдяху projьděaxomъ|пройдяхом projьděašete|пройдяшете projьděašeta|пройдяшета projьděaxově|пройдяхове projьděaše|пройдяше projьděaxъ|пройдях projьdomъ|пройдом projьdově|пройдове projьdenъ|пройден projьde|пройде projьděmъ|пройдем projьdutь|пройдуть projьdemъ|пройдем projьdete|пройдете projьdoxъ|пройдох projьdeta|пройдета projьdevě|пройдеве projьdosta|пройдоста projьdetь|пройдеть projьdъ|проед projьdeši|пройдеши projьdu|пройду 
sъbĺusä|сблюся sъbĺusomъ|сблюсом sъbĺuste|сблюсте sъbĺusta|сблюста sъbĺusově|сблюсове sъbĺusъ|сблюс sъbĺudoša|сблюдоша sъbĺudoste|сблюдосте sъbĺudosta|сблюдоста sъbĺudoxově|сблюдохове sъbĺudoxъ|сблюдох sъbĺustъ|сблюст sъbĺusti|сблюсти sъbĺulo|сблюло sъbĺuli|сблюли sъbĺudoxomъ|сблюдохом sъbĺula|сблюла sъbĺulъ|сблюл sъbĺudučь|сблюдуч sъbĺuda|сблюда sъbĺuděmъ|сблюдем sъbĺuděte|сблюдете sъbĺuděta|сблюдета sъbĺuděvě|сблюдеве sъbĺudi|сблюди sъbĺuděaxu|сблюдяху sъbĺuděaxomъ|сблюдяхом sъbĺuděašete|сблюдяшете sъbĺuděašeta|сблюдяшета sъbĺuděmь|сблюдемь sъbĺuděaxově|сблюдяхове sъbĺuděaxъ|сблюдях sъbĺudově|сблюдове sъbĺude|сблюде sъbĺudomъ|сблюдом sъbĺudъ|сблюд sъbĺudutь|сблюдуть sъbĺudemъ|сблюдем sъbĺudete|сблюдете sъbĺudenъ|сблюден sъbĺudeta|сблюдета sъbĺuděaše|сблюдяше sъbĺudevě|сблюдеве sъbĺudetь|сблюдеть sъbĺudeši|сблюдеши sъbĺudu|сблюду 
