id,lemma,pos,normalised,count,Mst,MstCol,NovMarg,OstrCol,RusPrav,Usp,Varl,bitflag
354,вина,Nb,віна,9,,,,,rusprav,usp-sbor,,48
355,вьсякыи,A-,вьсꙗкьіі,22,,,,,rusprav,usp-sbor,,48
356,разбоиникъ,Nb,разбоінікъ,3,,,,,rusprav,usp-sbor,,48
357,выдати,V-,вьідаті,5,,,,,rusprav,,,16
358,жена,Nb,жена,26,,,,,rusprav,usp-sbor,varlaam,112
359,потокъ,Nb,потокъ,3,,,,,rusprav,,,16
360,разграбление,Nb,разграбленіе,1,,,,,rusprav,,,16
361,въложити,V-,въложіті,3,,,,,rusprav,usp-sbor,,48
362,поконъ,Nb,поконъ,1,,,,,rusprav,,,16
363,вирьныи,A-,вірьньіі,1,,,,,rusprav,,,16
364,вирьникъ,Nb,вірьнікъ,4,,,,,rusprav,,,16
365,възяти,V-,възꙗті,55,,,,,rusprav,usp-sbor,,48
366,седмь,Ma,седмь,10,,,,,rusprav,,,16
367,вѣдро,Nb,вѣдро,1,,,,,rusprav,,,16
368,солодъ,Nb,солодъ,2,,,,,rusprav,,,16
369,недѣля,Nb,недѣлꙗ,16,,,,,rusprav,usp-sbor,,48
370,овьнъ,Nb,овьнъ,3,,,,,rusprav,usp-sbor,,48
371,полъть,Nb,полъть,2,,,,,rusprav,,,16
372,дъва,Ma,дъва,34,,,,,rusprav,usp-sbor,varlaam,112
373,ногата,Nb,ногата,10,,,,,rusprav,,,16
374,середа,Nb,середа,1,,,,,rusprav,,,16
375,оже,C-,оже,1,,,,,rusprav,,,16
376,сыръ,Nb,сьіръ,2,,,,,rusprav,usp-sbor,,48
377,пятьница,Nb,пꙗтьніца,1,,,,,rusprav,,,16
378,такыиже,A-,такьііже,1,,,,,rusprav,,,16
379,куръ,Nb,куръ,1,,,,,rusprav,,,16
380,по,Df,по,10,,,,,rusprav,,,16
381,хлѣбъ,Nb,хлѣбъ,30,,,,,rusprav,usp-sbor,,48
382,пьшено,Nb,пьшено,3,,,,,rusprav,usp-sbor,,48
383,уборокъ,Nb,уборокъ,3,,,,,rusprav,,,16
384,горохъ,Nb,горохъ,1,,,,,rusprav,,,16
385,соль,Nb,соль,1,,,,,rusprav,,,16
386,голважьня,Nb,голважьнꙗ,1,,,,,rusprav,,,16
387,отрокъ,Nb,отрокъ,36,,,,,rusprav,usp-sbor,varlaam,112
388,конь,Nb,конь,33,,,,,rusprav,usp-sbor,varlaam,112
389,рътъ,Nb,рътъ,3,,,,,rusprav,,,16
390,сути,V-,суті,2,,,,,rusprav,,,16
391,овьсъ,Nb,овьсъ,4,,,,,rusprav,,,16
392,осмь,Ma,осмь,2,,,,,rusprav,usp-sbor,,48
393,перекладьныи,A-,перекладьньіі,2,,,,,rusprav,,,16
394,метельникъ,Nb,метельнікъ,3,,,,,rusprav,,,16
395,вѣкъша,Nb,вѣкъша,4,,,,,rusprav,,,16
396,съсадьныи,A-,съсадьньіі,2,,,,,rusprav,,,16
397,шестьнадесять,Ma,шестьнадесꙗть,1,,,,,rusprav,,,16
398,переди,R-,переді,3,,,,,rusprav,,,16
399,трие,Ma,тріе,46,,,,,rusprav,usp-sbor,varlaam,112
400,конюхъ,Nb,конюхъ,1,,,,,rusprav,,,16
401,поваръ,Nb,поваръ,2,,,,,rusprav,usp-sbor,,48
402,огнищьныи,A-,огніщьньіі,1,,,,,rusprav,,,16
403,конюшии,A-,конюшіі,1,,,,,rusprav,,,16
404,сельскыи,A-,сельскьіі,1,,,,,rusprav,,,16
405,ратаиныи,A-,ратаіньіі,1,,,,,rusprav,,,16
406,рядовичь,Nb,рꙗдовічь,1,,,,,rusprav,,,16
407,ремьствьникъ,Nb,ремьствьнікъ,2,,,,,rusprav,,,16
408,ремьствьница,Nb,ремьствьніца,2,,,,,rusprav,,,16
409,смьрдъ,Nb,смьрдъ,7,,,,,rusprav,,,16
410,холопъ,Nb,холопъ,29,,,,,rusprav,,,16
411,роба,Nb,роба,7,,,,,rusprav,,,16
412,шесть,Ma,шесть,6,,,,,rusprav,usp-sbor,varlaam,112
413,кърмильць,Nb,кърмільць,1,,,,,rusprav,,,16
414,кърмилица,Nb,кърміліца,1,,,,,rusprav,,,16
415,хотя,G-,хотꙗ,2,,,,,rusprav,,,16
416,поклепьныи,A-,поклепьньіі,2,,,,,rusprav,,,16
417,послухъ,Nb,послухъ,15,,,,,rusprav,,,16
418,вывести,V-,вьівесті,10,,,,,rusprav,,,16
419,варягъ,Nb,варꙗгъ,3,,,,,rusprav,usp-sbor,,48
420,кость,Nb,кость,3,,,,,rusprav,usp-sbor,,48
421,мьртвьць,Nb,мьртвьць,1,,,,,rusprav,,,16
422,имя,Nb,імꙗ,27,,,,,rusprav,usp-sbor,,48
423,ни,C-,ні,52,,,,,rusprav,usp-sbor,,48
424,знати,V-,знаті,5,,,,,rusprav,usp-sbor,,48
425,свергнути,V-,свергнуті,2,,,,,rusprav,,,16
426,съметьныи,A-,съметьньіі,1,,,,,rusprav,,,16
427,къто,Pr,къто,13,,,,,rusprav,,,16
428,клепати,V-,клепаті,3,,,,,rusprav,,,16
429,другыи,A-,другьіі,11,,,,,rusprav,usp-sbor,,48
430,помечьныи,A-,помечьньіі,1,,,,,rusprav,,,16
431,девять,Ma,девꙗть,8,,,,,rusprav,usp-sbor,,48
432,истьць,Nb,істьць,8,,,,,rusprav,,,16
433,ти,Df,ті,19,,,,,rusprav,usp-sbor,,48
434,желѣзо,Nb,желѣзо,10,,,,,rusprav,usp-sbor,,48
435,тяжа,Nb,тꙗжа,4,,,,,rusprav,,,16
436,татьба,Nb,татьба,8,,,,,rusprav,usp-sbor,,48
437,поклепъ,Nb,поклепъ,2,,,,,rusprav,,,16
438,лице,Nb,ліце,31,,,,,rusprav,usp-sbor,,48
439,неволя,Nb,неволꙗ,1,,,,,rusprav,,,16
440,до,R-,до,38,,,,,rusprav,usp-sbor,,48
441,золото,Nb,золото,3,,,,,rusprav,usp-sbor,,48
442,мьнии,A-,мьніі,9,,,,,rusprav,usp-sbor,,48
443,вода,Nb,вода,15,,,,,rusprav,usp-sbor,,48
444,оли,G-,олі,1,,,,,rusprav,,,16
445,рота,Nb,рота,9,,,,,rusprav,,,16
446,ити,V-,іті,109,,,,,rusprav,usp-sbor,,48
447,ударити,V-,ударіті,14,,,,,rusprav,usp-sbor,,48
448,мечь,Nb,мечь,8,,,,,rusprav,usp-sbor,,48
449,выньзти,V-,вьіньзті,2,,,,,rusprav,,,16
450,рукоять,Nb,рукоꙗть,1,,,,,rusprav,,,16
451,обида,Nb,обіда,11,,,,,rusprav,usp-sbor,,48
452,утяти,V-,утꙗті,5,,,,,rusprav,,,16
453,батогъ,Nb,батогъ,1,,,,,rusprav,,,16
454,чаша,Nb,чаша,1,,,,,rusprav,,,16
455,рогъ,Nb,рогъ,1,,,,,rusprav,,,16
456,тылеснь,Nb,тьілеснь,1,,,,,rusprav,,,16
457,тьрпѣти,V-,тьрпѣті,16,,,,,rusprav,usp-sbor,,48
458,противу,R-,протіву,14,,,,,rusprav,usp-sbor,varlaam,112
459,нѣту,V-,нѣту,8,,,,,rusprav,,,16
460,отъпасти,V-,отъпасті,1,,,,,rusprav,,,16
461,усъхнути,V-,усъхнуті,1,,,,,rusprav,,,16
462,нога,Nb,нога,12,,,,,rusprav,usp-sbor,,48
463,око,Nb,око,15,,,,,rusprav,usp-sbor,,48
464,полувирие,Nb,полувіріе,1,,,,,rusprav,,,16
465,вѣкъ#2,Nb,вѣкъ#2,1,,,,,rusprav,,,16
466,пьрстъ,Nb,пьрстъ,1,,,,,rusprav,,,16
467,кыи,Px,кьіі,7,,,,,rusprav,usp-sbor,,48
468,любо,Df,любо,8,,,,,rusprav,,,16
469,кръвавыи,A-,кръвавьіі,3,,,,,rusprav,,,16
470,дворъ,Nb,дворъ,16,,,,,rusprav,usp-sbor,,48
471,синии,A-,сініі,1,,,,,rusprav,,,16
472,видокъ,Nb,відокъ,5,,,,,rusprav,,,16
473,знамение,Nb,знаменіе,3,,,,,rusprav,,,16
474,привести,V-,прівесті,7,,,,,rusprav,usp-sbor,,48
475,слово,Nb,слово,47,,,,,rusprav,usp-sbor,,48
476,вылѣзти,V-,вьілѣзті,4,,,,,rusprav,,,16
477,платежь,Nb,платежь,3,,,,,rusprav,,,16
478,рана,Nb,рана,4,,,,,rusprav,usp-sbor,,48
479,лѣчьбьныи,A-,лѣчьбьньіі,1,,,,,rusprav,,,16
480,потяти,V-,потꙗті,1,,,,,rusprav,,,16
481,попъхнути,V-,попъхнуті,1,,,,,rusprav,,,16
482,жьрдь,Nb,жьрдь,1,,,,,rusprav,,,16
483,кълбягъ,Nb,кълбꙗгъ,1,,,,,rusprav,,,16
484,пълныи,A-,пълньіі,6,,,,,rusprav,usp-sbor,,48
485,челядь,Nb,челꙗдь,4,,,,,rusprav,,varlaam,80
486,челядинъ,Nb,челꙗдінъ,7,,,,,rusprav,,,16
487,съкрыти,V-,съкрьіті,8,,,,,rusprav,usp-sbor,,48
488,закликати,V-,заклікаті,1,,,,,rusprav,,,16
489,търгъ,Nb,търгъ,5,,,,,rusprav,,,16
490,познати,V-,познаті,9,,,,,rusprav,usp-sbor,,48
491,поняти,V-,понꙗті,2,,,,,rusprav,,,16
492,оныи,Pd,оньіі,14,,,,,rusprav,usp-sbor,,48
493,въсѣсти,V-,въсѣсті,6,,,,,rusprav,usp-sbor,,48
494,чужии,A-,чужіі,12,,,,,rusprav,usp-sbor,,48
495,прашати,V-,прашаті,1,,,,,rusprav,,,16
496,погубити,V-,погубіті,14,,,,,rusprav,usp-sbor,,48
497,оружие,Nb,оружіе,8,,,,,rusprav,usp-sbor,,48
498,пъртъ,Nb,пъртъ,5,,,,,rusprav,usp-sbor,,48
499,заповѣдѣти,V-,заповѣдѣті,2,,,,,rusprav,,,16
500,послѣ,R-,послѣ,1,,,,,rusprav,,,16
501,городъ,Nb,городъ,12,,,,,rusprav,usp-sbor,,48
502,чьто,Pr,чьто,19,,,,,rusprav,,,16
503,украсти,V-,украсті,8,,,,,rusprav,usp-sbor,,48
504,чьто,Px,чьто,20,,,,,rusprav,usp-sbor,,48
505,скотина,Nb,скотіна,4,,,,,rusprav,,varlaam,80
506,рещи,V-,рещі,105,,,,,rusprav,usp-sbor,,48
507,поити#1,V-,поіті#1,19,,,,,rusprav,usp-sbor,,48
508,съводъ,Nb,съводъ,10,,,,,rusprav,,,16
509,къдѣ,Dq,къдѣ,6,,,,,rusprav,usp-sbor,,48
510,съвести,V-,съвесті,1,,,,,rusprav,,,16
511,виноватыи,A-,віноватьіі,4,,,,,rusprav,,,16
512,сънити,V-,съніті,3,,,,,rusprav,usp-sbor,,48
513,онъ,Pd,онъ,111,,,,,rusprav,usp-sbor,,48
514,погыбнути,V-,погьібнуті,7,,,,,rusprav,usp-sbor,,48
515,коневыи,A-,коневьіі,1,,,,,rusprav,,,16
516,тать,Nb,тать,8,,,,,rusprav,,,16
517,клѣтьныи,A-,клѣтьньіі,1,,,,,rusprav,,,16
518,одинъ,Ma,одінъ,5,,,,,rusprav,usp-sbor,,48
519,коньць,Nb,коньць,13,,,,,rusprav,usp-sbor,,48
520,жьдати,V-,жьдаті,3,,,,,rusprav,usp-sbor,,48
521,прокъ,Nb,прокъ,5,,,,,rusprav,,,16
522,коньчьныи,A-,коньчьньіі,3,,,,,rusprav,,,16
523,татьбьныи,A-,татьбьньіі,1,,,,,rusprav,,,16
524,купити,V-,купіті,13,,,,,rusprav,usp-sbor,,48
525,свободьныи,A-,свободьньіі,8,,,,,rusprav,,,16
526,мытьникъ,Nb,мьітьнікъ,2,,,,,rusprav,,,16
527,къто,Pi,къто,21,,,,,rusprav,usp-sbor,,48
528,желѣти,V-,желѣті,4,,,,,rusprav,,,16
529,дългыи,A-,дългьіі,2,,,,,rusprav,usp-sbor,,48
530,пояти,V-,поꙗті,15,,,,,rusprav,usp-sbor,,48
531,вести,V-,весті,8,,,,,rusprav,usp-sbor,,48
532,мѣсто,Nb,мѣсто,88,,,,,rusprav,usp-sbor,,48
533,скотъ,Nb,скотъ,8,,,,,rusprav,usp-sbor,,48
534,льзѣ,Df,льзѣ,1,,,,,rusprav,,,16
535,речи,V-,речі,2,,,,,rusprav,,,16
536,языкъ,Nb,ꙗзьікъ,6,,,,,rusprav,usp-sbor,,48
537,опять,Df,опꙗть,3,,,,,rusprav,,,16
538,воротити,V-,воротіті,6,,,,,rusprav,usp-sbor,,48
539,проторъ,Nb,проторъ,1,,,,,rusprav,,,16
540,передъ,R-,передъ,4,,,,,rusprav,,,16
541,клѣть,Nb,клѣть,3,,,,,rusprav,usp-sbor,,48
542,пьсъ,Nb,пьсъ,4,,,,,rusprav,usp-sbor,,48
543,додьржати,V-,додьржаті,1,,,,,rusprav,,,16
544,свѣтъ,Nb,свѣтъ,23,,,,,rusprav,usp-sbor,,48
545,уже,Df,уже,39,,,,,rusprav,usp-sbor,,48
546,съвязати,V-,съвꙗзаті,8,,,,,rusprav,usp-sbor,,48
547,видѣти,V-,відѣті,126,,,,,rusprav,usp-sbor,,48
548,красти,V-,красті,9,,,,,rusprav,usp-sbor,,48
549,хлѣвъ,Nb,хлѣвъ,2,,,,,rusprav,,,16
550,поле,Nb,поле,7,,,,,rusprav,usp-sbor,,48
551,овьца,Nb,овьца,6,,,,,rusprav,usp-sbor,,48
552,коза,Nb,коза,1,,,,,rusprav,,,16
553,свиния,Nb,свініꙗ,2,,,,,rusprav,,,16
554,гумьно,Nb,гумьно,3,,,,,rusprav,,,16
555,жито,Nb,жіто,5,,,,,rusprav,usp-sbor,,48
556,яма,Nb,ꙗма,1,,,,,rusprav,,,16
557,полугривьна,Nb,полугрівьна,1,,,,,rusprav,,,16
558,урокъ,Nb,урокъ,12,,,,,rusprav,,,16
559,кобыла,Nb,кобьіла,1,,,,,rusprav,,,16
560,волъ,Nb,волъ,2,,,,,rusprav,,,16
561,корова,Nb,корова,2,,,,,rusprav,,varlaam,80
562,третьякъ,Nb,третьꙗкъ,1,,,,,rusprav,,,16
563,лоньщниа,Nb,лоньщніа,1,,,,,rusprav,,,16
564,теля,Nb,телꙗ,1,,,,,rusprav,,,16
565,порося,Nb,поросꙗ,1,,,,,rusprav,,,16
566,боранъ,Nb,боранъ,1,,,,,rusprav,,,16
567,жеребьць,Nb,жеребьць,1,,,,,rusprav,,,16
568,жеребя,Nb,жеребꙗ,1,,,,,rusprav,,,16
569,коровии,A-,коровіі,1,,,,,rusprav,,,16
570,молоко,Nb,молоко,1,,,,,rusprav,,,16
571,чьрньчии,A-,чьрньчіі,1,,,,,rusprav,,,16
572,казнити,V-,казніті,1,,,,,rusprav,,,16
573,двоиче,Df,двоіче,1,,,,,rusprav,,,16
574,възискати,V-,възіскаті,4,,,,,rusprav,usp-sbor,,48
575,запирати,V-,запіраті,2,,,,,rusprav,,,16
576,купля,Nb,куплꙗ,1,,,,,rusprav,,,16
577,гостьба,Nb,гостьба,1,,,,,rusprav,,,16
578,прѣдъ,R-,прѣдъ,28,,,,,rusprav,usp-sbor,,48
579,имати,V-,іматі,21,,,,,rusprav,usp-sbor,,48
580,надобѣ,Df,надобѣ,4,,,,,rusprav,,,16
581,поклажаи,Nb,поклажаі,2,,,,,rusprav,,,16
582,класти,V-,класті,1,,,,,rusprav,,,16
583,ту,Df,ту,68,,,,,rusprav,usp-sbor,,48
584,большии,A-,большіі,9,,,,,rusprav,usp-sbor,,48
585,товаръ,Nb,товаръ,12,,,,,rusprav,,,16
586,только,Df,только,1,,,,,rusprav,,,16
587,благодѣтель,Nb,благодѣтель,1,,,,,rusprav,,,16
588,хоронити,V-,хороніті,3,,,,,rusprav,,,16
589,рѣзъ,Nb,рѣзъ,9,,,,,rusprav,,,16
590,наставъ,Nb,наставъ,1,,,,,rusprav,,,16
591,медъ,Nb,медъ,10,,,,,rusprav,usp-sbor,,48
592,просъпъ,Nb,просъпъ,1,,,,,rusprav,,,16
593,ставити,V-,ставіті,4,,,,,rusprav,usp-sbor,,48
594,како,Dq,како,8,,,,,rusprav,usp-sbor,,48
595,рядити,V-,рꙗдіті,3,,,,,rusprav,,,16
596,мѣсячьныи,A-,мѣсꙗчьньіі,3,,,,,rusprav,,,16
597,малыи,A-,мальіі,41,,,,,rusprav,usp-sbor,,48
598,заити,V-,заіті,2,,,,,rusprav,usp-sbor,,48
599,годъ,Nb,годъ,15,,,,,rusprav,usp-sbor,,48
600,треть,Nb,треть,2,,,,,rusprav,,,16
601,погренути,V-,погренуті,1,,,,,rusprav,,,16
602,про,R-,про,4,,,,,rusprav,,,16
603,болии,A-,боліі,4,,,,,rusprav,usp-sbor,,48
604,промиловати,V-,проміловаті,1,,,,,rusprav,,,16
605,уставъ,Nb,уставъ,4,,,,,rusprav,usp-sbor,,48
606,володимѣрь,A-,володімѣрь,1,,,,,rusprav,,,16
607,вьсеволодичь,Ne,вьсеволодічь,2,,,,,rusprav,,,16
608,володимѣръ,Ne,володімѣръ,1,,,,,rusprav,,,16
609,святопълкъ,Ne,свꙗтопълкъ,18,,,,,rusprav,usp-sbor,,48
610,съзъвати,V-,съзъваті,2,,,,,rusprav,usp-sbor,,48
611,берестовое,Ne,берестовое,2,,,,,rusprav,usp-sbor,,48
612,ратиборъ,Ne,ратіборъ,1,,,,,rusprav,,,16
613,кыевьскыи,A-,кьіевьскьіі,1,,,,,rusprav,,,16
614,тысячьскыи,A-,тьісꙗчьскьіі,3,,,,,rusprav,,,16
615,прокопии,Ne,прокопіі,1,,,,,rusprav,,,16
616,бѣлогородьскыи,A-,бѣлогородьскьіі,1,,,,,rusprav,,,16
617,станиславъ,Ne,станіславъ,1,,,,,rusprav,,,16
618,переяславьскыи,A-,переꙗславьскьіі,1,,,,,rusprav,,,16
619,нажиръ,Ne,нажіръ,1,,,,,rusprav,,,16
620,мирославъ,Ne,мірославъ,1,,,,,rusprav,,,16
621,иванъко,Ne,іванъко,1,,,,,rusprav,,,16
622,чудиновичь,Ne,чудіновічь,1,,,,,rusprav,,,16
623,ольговъ,A-,ольговъ,1,,,,,rusprav,,,16
624,исто,Nb,істо,2,,,,,rusprav,,,16
625,отъмѣтати,V-,отъмѣтаті,1,,,,,rusprav,,,16
626,истопити,V-,істопіті,2,,,,,rusprav,,,16
627,рать,Nb,рать,4,,,,,rusprav,usp-sbor,,48
628,огнь,Nb,огнь,6,,,,,rusprav,usp-sbor,,48
629,насилити,V-,насіліті,1,,,,,rusprav,,,16
630,продати,V-,продаті,5,,,,,rusprav,,,16
631,пагуба,Nb,пагуба,6,,,,,rusprav,usp-sbor,,48
632,пропити,V-,пропіті,1,,,,,rusprav,,,16
633,пробити,V-,пробіті,1,,,,,rusprav,,,16
634,безумие,Nb,безуміе,1,,,,,rusprav,,,16
635,испъртити,V-,іспъртіті,1,,,,,rusprav,,,16
636,како,Du,како,27,,,,,rusprav,usp-sbor,,48
637,любыи,A-,любьіі,1,,,,,rusprav,,,16
638,чии,Pi,чіі,1,,,,,rusprav,,,16
639,дългъ,Nb,дългъ,2,,,,,rusprav,usp-sbor,,48
640,чужеземьць,Nb,чужеземьць,1,,,,,rusprav,,,16
641,запустити,V-,запустіті,1,,,,,rusprav,,,16
642,гость,Nb,гость,2,,,,,rusprav,usp-sbor,,48
643,пьрвыи,Mo,пьрвьіі,14,,,,,rusprav,usp-sbor,,48
644,дължьбить,Nb,дължьбіть,1,,,,,rusprav,,,16
645,запинати,V-,запінаті,1,,,,,rusprav,,,16
646,пьрвое,Df,пьрвое,5,,,,,rusprav,usp-sbor,,48
647,гостиныи,A-,гостіньіі,1,,,,,rusprav,,,16
648,домашьнии,A-,домашьніі,1,,,,,rusprav,,,16
649,остати,V-,остаті,13,,,,,rusprav,usp-sbor,,48
650,подѣлити,V-,подѣліті,1,,,,,rusprav,,,16
651,закупъ,Nb,закупъ,13,,,,,rusprav,,,16
652,бѣжати,V-,бѣжаті,7,,,,,rusprav,usp-sbor,,48
653,обьль,Df,обьль,2,,,,,rusprav,,,16
654,ходити,V-,ходіті,22,,,,,rusprav,usp-sbor,,48
655,судия,Nb,судіꙗ,7,,,,,rusprav,usp-sbor,,48
656,господинъ,Nb,господінъ,39,,,,,rusprav,usp-sbor,,48
657,робити,V-,робіті,1,,,,,rusprav,,,16
658,ролииныи,A-,ролііньіі,1,,,,,rusprav,,,16
659,воискыи,A-,воіскьіі,1,,,,,rusprav,,,16
660,еже,G-,еже,20,,,,,rusprav,usp-sbor,,48
661,плугъ,Nb,плугъ,1,,,,,rusprav,,,16
662,борона,Nb,борона,1,,,,,rusprav,,,16
663,купа,Nb,купа,2,,,,,rusprav,,,16
664,отъсълати,V-,отъсълаті,2,,,,,rusprav,usp-sbor,,48
665,въгънати,V-,въгънаті,1,,,,,rusprav,,,16
666,затворити,V-,затворіті,7,,,,,rusprav,usp-sbor,,48
667,дѣяти#1,V-,дѣꙗті#1,7,,,,,rusprav,usp-sbor,,48
668,переобидѣти,V-,переобідѣті,1,,,,,rusprav,,,16
669,увидѣти,V-,увідѣті,1,,,,,rusprav,,,16
670,отарица,Nb,отаріца,1,,,,,rusprav,,,16
671,прияти,V-,пріꙗті,56,,,,,rusprav,usp-sbor,,48
672,наимитъ,Nb,наімітъ,1,,,,,rusprav,,,16
673,свобода,Nb,свобода,3,,,,,rusprav,,,16
674,съмыслити,V-,съмьісліті,1,,,,,rusprav,,,16
675,пияныи,A-,піꙗньіі,1,,,,,rusprav,,,16
676,якоже,Df,ꙗкоже,29,,,,,rusprav,usp-sbor,,48
677,обьльныи,A-,обьльньіі,3,,,,,rusprav,,,16
678,прѣди,Df,прѣді,2,,,,,rusprav,usp-sbor,,48
679,убѣжати,V-,убѣжаті,3,,,,,rusprav,usp-sbor,,48
680,хоромъ,Nb,хоромъ,1,,,,,rusprav,,,16
681,затѣмъ,Df,затѣмъ,1,,,,,rusprav,,,16
682,розвязати,V-,розвꙗзаті,1,,,,,rusprav,,,16
683,соромъ,Nb,соромъ,1,,,,,rusprav,,,16
684,послушьство,Nb,послушьство,2,,,,,rusprav,,,16
685,съкладати,V-,съкладаті,1,,,,,rusprav,,,16
686,нужа,Nb,нужа,5,,,,,rusprav,usp-sbor,,48
687,съложити,V-,съложіті,1,,,,,rusprav,,,16
688,съкладывати,V-,съкладьіваті,1,,,,,rusprav,,,16
689,възложити,V-,възложіті,12,,,,,rusprav,usp-sbor,,48
690,борода,Nb,борода,3,,,,,rusprav,usp-sbor,,48
691,поръвати,V-,поръваті,1,,,,,rusprav,,,16
692,въняти,V-,вънꙗті,1,,,,,rusprav,,,16
693,зубъ,Nb,зубъ,3,,,,,rusprav,,,16
694,выбити,V-,вьібіті,1,,,,,rusprav,,,16
695,кръвь,Nb,кръвь,12,,,,,rusprav,usp-sbor,,48
696,бобръ,Nb,бобръ,1,,,,,rusprav,,,16
697,росѣчи,V-,росѣчі,1,,,,,rusprav,,,16
698,ловити,V-,ловіті,1,,,,,rusprav,,,16
699,сѣть,Nb,сѣть,1,,,,,rusprav,,,16
700,борть,Nb,борть,4,,,,,rusprav,,,16
701,разнаменати,V-,разнаменаті,2,,,,,rusprav,,,16
702,межа,Nb,межа,2,,,,,rusprav,,,16
703,перетяти,V-,перетꙗті,1,,,,,rusprav,,,16
704,бортьныи,A-,бортьньіі,3,,,,,rusprav,,,16
705,ролеиныи,A-,ролеіньіі,2,,,,,rusprav,,,16
706,разорити,V-,разоріті,3,,,,,rusprav,usp-sbor,,48
707,дворьныи,A-,дворьньіі,1,,,,,rusprav,,,16
708,тынъ,Nb,тьінъ,1,,,,,rusprav,,,16
709,перегородити,V-,перегородіті,1,,,,,rusprav,,,16
710,дубъ,Nb,дубъ,1,,,,,rusprav,,,16
711,подътяти,V-,подътꙗті,3,,,,,rusprav,,,16
712,знаменьныи,A-,знаменьньіі,1,,,,,rusprav,,,16
713,межьныи,A-,межьньіі,1,,,,,rusprav,,,16
714,накладъ,Nb,накладъ,2,,,,,rusprav,,,16
715,ѣхати,V-,ѣхаті,10,,,,,rusprav,usp-sbor,,48
716,мясо,Nb,мꙗсо,2,,,,,rusprav,,,16
717,кърмъ,Nb,кърмъ,2,,,,,rusprav,,,16
718,черево,Nb,черево,1,,,,,rusprav,,,16
719,письць,Nb,пісьць,1,,,,,rusprav,,,16
720,мѣхъ,Nb,мѣхъ,1,,,,,rusprav,,,16
721,дерево,Nb,дерево,1,,,,,rusprav,,,16
722,бъчела,Nb,бъчела,2,,,,,rusprav,,,16
723,выдьрати,V-,вьідьраті,1,,,,,rusprav,,,16
724,лазити,V-,лазіті,1,,,,,rusprav,,,16
