істінно|A--s---nnpsi|ӣстинн̄о
естъ|V-3spia----i|е̄стъ
сьвѣдѣтельство|Nb-s---nn--i|сьвѣдѣтельство
его|Pp3s---mg--i|е̄го
і|C----------n|ӣ
тъ|Pd-s---mn--i|тъ
вѣстъ|V-3spia----i|вѣстъ
ѣко|G----------n|ѣ̄ко
істінѫ|Nb-s---fa--i|ӣстинѫ
глетъ|V-3spia----i|г҃летъ
да|G----------n|да
і|Df---------n|ӣ
въі|Pp2p---qn--i|въі
вѣрѫ|Nb-s---fa--i|вѣрѫ
імете|V-2ppia----i|ӣмете
і|C----------n|ӣ
відѣвъ|V--supamn-si|видѣвъ
і|Pp3s---ma--i|ӣ
съвѣдѣтелствова|V-3saia----i|съвѣдѣтелст̄вова
і|C----------n|Ӣ
істінно|A--s---nnpsi|ӣстінн̄о
естъ|V-3spia----i|е̄стъ
сьвѣдѣтельство|Nb-s---nn--i|сьвѣдѣтельство
его|Pp3s---mg--i|е̄го
бъішѧ|V-3paia----i|бъишѧ
бо|Df---------n|бо
сі|Pd-p---nn--i|сі
да|G----------n|да
събѫдѫтъ|V-3ppia----i|събѫдѫтъ
сѧ|Pk3s---qa--i|сѧ
кьнігъі|Nb-p---fn--i|кьнигъі
кость|Nb-s---fn--i|кость
не|Df---------n|не
ськроушітъ|V-3spia----i|ськрѹшітъ
сѧ|Pk3s---qa--i|сѧ
отъ|R----------n|о̄тъ
него|Pp3s---mg--i|него
бъішѧ|V-3paia----i|бъішѧ
бо|Df---------n|бо
сіі|Pd-s---mn--i|сіӣ
да|G----------n|да
събѫдѫт|V-3pfia----i|събѫдѫт
сѧ|Pk3s---qa--i|сѧ
кьнігъі|Nb-p---fn--i|кьнигъі
кость|Nb-s---fn--i|кость
не|Df---------n|не
съкроушітъ|V-3spia----i|съкрѹшитъ
сѧ|Pk3s---qa--i|сѧ
отъ|R----------n|о̄тъ
него|Pp3s---mg--i|него
і|C----------n|Ӣ
пакъі|Df---------n|пакъи
дроугъіѧ|A--p---fnpwi|дрѹгъіѩ̄
кьнігъі|Nb-p---fn--i|кьнигъі
глѭтъ|V-3ppia----i|г҃лѭтъ
възьрѧтъ|V-3ppia----i|Възьрѩтъ
на|R----------n|на
нь|Pp3s---ma--i|нь
егоже|Pr-s---mg--i|е̄гоже
пробасѧ|V-3paia----i|пробасѧ
і|C----------n|ӣ
пакъі|Df---------n|пакъи
дроугое|A--s---nnpwi|дрѹгое̄
пісаніе|Nb-s---nn--i|пісание̄
глтъ|V-3spia----i|г҃лтъ
възьрѧтъ|V-3ppia----i|възьрѧтъ
на|R----------n|на
нь|Pp3s---ma--i|нь
егоже|Pr-s---mg--i|е̄гоже
про|Df---------n|про
басѧ|V-3paia----i|басѧ
просі|V-3saia----i|Просі
іса|Ne-s---mg--i|и҃̄са
оу|R----------n|ѹ̄
пілата|Ne-s---mg--i|пілата
іосіфъ|Ne-s---mn--i|ӣо̄сіфъ
іже|Pr-s---mn--i|ꙇ̄же
отъ|R----------n|ѡ̄̄тъ
арімаѳеѧ|Ne-s---fg--i|а̄рімаѳеѩ̄
съі|V--sppamn-si|съи
оученікь|Nb-p---mg--i|ѹ̄ченикь
ісвъ|A--s---mapsi|и҃̄свъ
таімъ|V-1ppma----i|таӣмъ
же|Df---------n|же
за|R----------n|за
страхъ|Nb-s---mn--i|страхъ
іюдеіскь|A--s---mnpsi|ӣю̄деӣскь
да|G----------n|да
възьметъ|V-3spia----i|възьметъ
тѣло|Nb-s---na--i|тѣло
ісво|A--s---napsi|и҃̄сво
пріде|V-3saia----i|Приде
же|Df---------n|же
і|Df---------n|ӣ
нікодім|V-1ppia----i|никодім
прішедъі|V--supamn-wi|прішедъі
кь|R----------n|кь
ісві|Ne-s---md--i|и҃̄сві
ноштіѭ|Nb-s---fi--i|нощиѭ̄
прѣжде|Df---------n|прѣжде
несъі|V--sppamn-si|Несъі
съмѣшеніе|Nb-s---na--i|съмѣшеніе̄
змурно|A--s---napsi|зм҅̄ѵрно
і|C----------n|ӣ
алгоіно|A--s---napsi|а̄лго̄ӣно
ѣко|G----------n|Ѣ̄ко
і|Df---------n|ӣ
лівръ|Nb-p---fg--i|ливръ
съто|Ma-s---na--i|съто
пріѧсте|V-3daia----i|пріѩ̄сте
же|Df---------n|же
тѣло|Nb-s---na--i|тѣло
ісво|A--s---napsi|и҃̄сво
і|C----------n|ӣ
обісте|V-2paia----i|о̄бісте
е|Pp3s---na--i|е̄
різамі|Nb-p---fi--i|різамі
съ|R----------n|съ
ароматъі|Nb-p---mi--i|а̄роматъі
ѣкоже|Dq---------n|ѣ̄коже
объічаі|Nb-s---mn--i|о̄бъічаӣ
естъ|V-3spia----i|е̄стъ
іюдеомъ|Nb-p---md--i|ӣю̄део̄мъ
погрѣбаті|V---pna----i|погрѣбаті
бѣ|V-3siia----i|Бѣ
же|Df---------n|же
на|R----------n|на
мѣстѣ|Nb-s---nl--i|мѣстѣ
ідеже|Dq---------n|ӣдеже
і|Pp3s---ma--i|ӣ
распѧсѧ|V-3paia----i|расп̄ѩсѧ
врътъ|Nb-s---mn--i|врътъ
і|C----------n|ӣ
въ|R----------n|въ
врътѣ|Nb-s---ml--i|врътѣ
гробъ|Nb-s---mn--i|гробъ
новъ|A--s---mnpsi|новъ
въ|R----------n|Въ
немъже|Pr-s---ml--i|немъже
ніколіже|Df---------n|николиже
ніктоже|Px-s---qn--i|никт̄оже
не|Df---------n|не
бѣ|V-3siia----i|бѣ
положенъ|V--suppmn-si|положенъ
тоу|Df---------n|тѹ
же|Df---------n|же
за|R----------n|за
параскевгіѭ|Ne-s---fa--i|п̄ара̄ск̄евꙉ҅іѭ̄
іюдеіскѫ|A--s---fapsi|ӣю̄деӣскѫ
ѣко|G----------n|ѣ̄ко
блізь|R----------n|блізь
бѣ|V-3siia----i|бѣ
гробъ|Nb-s---mn--i|гробъ
положісте|V-3daia----i|положисте
іса|Ne-s---mg--i|и҃̄са
въ|R----------n|Въ
едінъ|Ma-s---ma--i|е̄дінъ
сѫботъ|Nb-p---fg--i|сѫботъ
маріѣ|Ne-s---fn--i|маріѣ
магдалъіні|Nb-s---fn--i|магдалъіні
пріде|V-3saia----i|пріде
за|R----------n|за
оутра|Nb-s---ng--i|ѹ̄тра
еште|Df---------n|еште
сѫшті|V--sppafd-si|сѫшті
тьмѣ|Nb-s---fd--i|тьмѣ
на|R----------n|на
гробъ|Nb-s---ma--i|гробъ
і|C----------n|ӣ
відѣ|V-3saia----i|видѣ
каменъ|Nb-s---ma--i|каменъ
възѧт|V-3ppia----i|възѧт
отъ|R----------n|отъ
гроба|Nb-s---mg--i|гроба
тече|V-3saia----i|тече
же|Df---------n|же
і|C----------n|ӣ
пріде|V-3saia----i|пріде
къ|R----------n|къ
сімоноу|Ne-s---md--i|сімонѹ
петроу|Ne-s---md--i|петрѹ
і|C----------n|ӣ
къ|R----------n|къ
дроугоумоу|A--s---odpwi|дрѹгѹмѹ
оученікоу|Nb-s---md--i|ѹ̄ченикѹ
егоже|Pr-s---mg--i|е̄гоже
люблѣаше|V-3siia----i|любл̄ѣа̄ше
ісъ|Ne-s---mn--i|и҃̄съ
і|C----------n|Ӣ
гла|V-3saia----i|г҃ла
іма|Pp3d---md--i|ӣма
възѧсѧ|V-3paia----i|възѧсѧ
га|Nb-s---mg--i|г҃а
отъ|R----------n|о̄тъ
гроба|Nb-s---mg--i|гроба
і|C----------n|ӣ
не|Df---------n|не
вѣмъ|V-1ppia----i|вѣмъ
къде|Du---------n|къде
положішѧ|V-3paia----i|положишѧ
і|Pp3s---ma--i|ӣ
ізіде|V-3saia----i|И҅зиде
же|Df---------n|же
петръ|Ne-s---mn--i|петръ
і|C----------n|ӣ
дроугъіі|A--s---mnpwi|дрѹгъиӣ
оученікъ|Nb-s---mn--i|ѹ̄ченикъ
і|C----------n|Ӣ
ідѣашете|V-3diia----i|ӣдѣа̄шете
къ|R----------n|къ
гробоу|Nb-s---md--i|гробѹ
течаашете|V-3diia----i|течаа̄шете
же|Df---------n|же
оба|Ma-d---mn--i|о̄ба
въ|R----------n|въ
коупѣ|Nb-s---ml--i|кѹпѣ
дроугъі|A--s---mnpwi|дрѹгъи
же|Df---------n|же
тъ|Pd-s---mn--i|тъ
оученікъ|Nb-s---mn--i|ѹ̄чени(къ
тече|V-3saia----i|тече
скорѣе|Df-------c-i|скорѣе̄
петра|Ne-s---mg--i|петра
і|C----------n|ӣ
пріде|V-3saia----i|пріде
прѣжде|Df---------n|прѣжде
кь|R----------n|кь
гробоу|Nb-s---md--i|гробѹ
і|C----------n|ӣ
прінік|Nb-s---mn--i|прінік
відѣ|V-3saia----i|видѣ
різъі|Nb-p---fa--i|ризъи
лежѧштѧ|V--pppafa-si|лежѧщѧ
едінъі|Px-p---ma--i|е̄дінъи
обаче|Df---------n|о̄баче
нъ|C----------n|нъ
не|Df---------n|не
въніде|V-3saia----i|въниде
пріде|V-3saia----i|Пріде
же|Df---------n|же
і|C----------n|ӣ
сімонъ|Ne-s---mn--i|симонъ
петръ|Ne-s---mn--i|петръ
въ|R----------n|въ
слѣдъ|Nb-s---ma--i|слѣдъ
его|Pp3s---mg--i|е̄го
і|C----------n|ӣ
въніде|V-3saia----i|въниде
прѣжде|Df---------n|прѣжде
въ|R----------n|въ
гробъ|Nb-s---ma--i|гробъ
і|C----------n|ӣ
відѣ|V-3saia----i|відѣ
різъ|Nb-p---fg--i|ризъ
лежѧштѧ|V--pppafa-si|лежѧщѧ
і|C----------n|ӣ
судар|Nb-s---ma--i|сѵдар
іже|Pr-s---mn--i|ꙇ̄же
бѣ|V-3siia----i|бѣ
на|R----------n|на
главѣ|Nb-s---fl--i|главѣ
его|Pp3s---mg--i|его
несъ|V--supamn-si|несъ
різамі|Nb-p---fi--i|різами
лежѧшть|V--sppama-si|лежѧщь
нъ|C----------n|нъ
особъ|Nb-s---ma--i|о̄собъ
сьвітъ|V--suppma-si|сьвитъ
на|R----------n|на
едіномъ|Ma-s---ml--i|е̄диномъ
мѣстѣ|Nb-s---nl--i|мѣстѣ
тогда|Df---------n|тогда
же|Df---------n|же
въніде|V-3saia----i|въниде
і|C----------n|ӣ
дроугъі|A--s---mnpwi|др҄ѹгъі
оученікъ|Nb-s---mn--i|ѹ̄ченикъ
прішедъі|V--supamn-wi|прішедъі
прѣжде|Df---------n|прѣжд̄е
къ|R----------n|къ
гробоу|Nb-s---md--i|гробѹ
і|C----------n|ӣ
відѣвъ|V--supamn-si|видѣвъ
і|Pp3s---ma--i|и
вѣрова|V-3saia----i|вѣрова
не|Df---------n|не
оу|Df---------n|ѹ̄
бо|Df---------n|бо
вѣдѣахѫ|V-3piia----i|вѣдѣахѫ
кьнігь|Nb-p---fg--i|кьнігь
ѣко|G----------n|ѣ̄ко
подобаетъ|V-3spia----i|подобае̄тъ
емоу|Pp3s---md--i|е̄мѹ
от|R----------n|от
мрътвъііхъ|A--p---mgpwi|мрътвъиӣхъ
въскрснѫті|V---pna----i|в҃ъскрснѫті
ідете|V-3daia----i|Ӣдете
же|Df---------n|же
пакъі|Df---------n|пакъі
къ|R----------n|къ
жебѣ|Nb-s---fl--i|жебѣ
оученіка|Nb-d---mn--i|ѹченика
дівѧшта|V--dppamn-si|дівѧща
сѧ|Pk3s---qa--i|сѧ
маріѣ|Ne-s---fn--i|мариѣ
стоѣаше|V-3siia----i|стоѣ̄а̄ше
оу|R----------n|ѹ̄
гроба|Nb-s---mg--i|гроба
вънѣ|Df---------n|вънѣ
плачѫшті|V--sppafn-si|плачѭщи
сѧ|Pk3s---qa--i|сѧ
прініче|V-3saia----i|Прініче
въ|R----------n|въ
гробъ|Nb-s---ma--i|гробъ
і|C----------n|ӣ
відѣ|V-3saia----i|видѣ
дъва|Ma-d---ma--i|дъва
англа|Nb-d---ma--i|а҃̄нꙉла
въ|R----------n|въ̄
бѣлахъ|A--p---flpsi|бѣлахъ̄
різахъ|Nb-p---fl--i|ризахъ
сѣдѧшта|V--dppama-si|сѣдѧща
едіного|Ma-s---mg--i|е̄діного
оу|R----------n|ѹ̄
главъі|Nb-s---fg--i|главъі
і|C----------n|ӣ
едіного|Ma-s---mg--i|е̄діного
оу|R----------n|ѹ̄̄
ногоу|Nb-d---fg--i|ногѹ
ідеже|Dq---------n|Ӣдеже
бѣ|V-3siia----i|бѣ
лежало|V--sspann-si|лежало
тѣло|Nb-s---nn--i|тѣло
ісво|A--s---nnpsi|и҃̄сво
і|C----------n|ӣ
гласте|V-3daia----i|г҃ласте
еі|Pp3s---fd--i|е̄ӣ
жено|Nb-s---fv--i|жено̄
чьто|Pi-s---na--i|чьто
сѧ|Pk3s---qa--i|сѧ
плачеші|V-2spia----i|плачеші
гла|V-3saia----i|г҃ла
іма|Pp3d---md--i|ӣма
ѣко|G----------n|ѣ̄ко
възѧсѧ|V-3paia----i|възѧсѧ
га|Nb-s---mg--i|г҃а
моего|Ps1s---og--i|мое̄го
і|C----------n|ӣ
не|Df---------n|не
вѣмъ|V-1ppia----i|вѣмъ
кьде|Du---------n|кьде
положішѧ|V-3paia----i|положишѧ
і|C----------n|и
сі|Pd-s---fn--i|сі
рекъші|V--supafn-si|рекъши
обраті|V-3saia----i|о̄браті
сѧ|Pk3s---qa--i|сѧ
въспѧтъ|Df---------n|въсп̄ѩтъ
і|C----------n|ӣ
відѣ|V-3saia----i|видѣ
іса|Ne-s---mg--i|и҃̄са
стоѧшта|V--sppamg-si|стоѩ̄шта
і|C----------n|ӣ
не|Df---------n|не
вѣдѣаше|V-3siia----i|вѣдѣа̄ше
ѣко|G----------n|ѣ̄ко
ісъ|Ne-s---mn--i|и҃̄съ
ест|V-3spia----i|е̄с҅т
гла|V-3saia----i|г҃ла
еі|Pp3s---fd--i|е̄ӣ
ісъ|Ne-s---mn--i|и҃̄съ
жено|Nb-s---fv--i|же̄н̄о
чьто|Pi-s---na--i|чьто
сѧ|Pk3s---qa--i|сѧ
плачеші|V-2spia----i|плачеши
кого|Pi-s---qg--i|кого
іштеші|V-2spia----i|ӣще҅ши
она|Pd-s---fn--i|О̄на
же|Df---------n|же
мьнѧшті|V--sppafn-si|мьнѧщи
ѣко|G----------n|ѣ̄ко
врътоградарь|Nb-s---mn--i|врътоградарь
естъ|V-3spia----i|е̄стъ
гла|V-3saia----i|г҃ла
емоу|Pp3s---md--i|е̄мѹ
гі|Nb-s---mv--i|г҃и
аште|G----------n|а̄ще
тъі|Pp2s---qn--i|тъі
есі|V-2spia----i|е̄си
възѧлъіі|A--s---mapwi|възѧлъіӣ
повѣвѣждъ|V-2spma----i|повѣвѣждъ
мі|Pp1s---qd--i|мі
къде|Du---------n|къде
і|Pp3s---ma--i|ӣ
есі|V-2spia----i|е̄си
положілъ|V--sspamn-si|положілъ
і|C----------n|ӣ
азь|Pp1s---mn--i|а̄зь
възъмѫ|V-1spia----i|възъмѫ
і|C----------n|ӣ
гла|V-3saia----i|г҃ла
еі|Pp3s---fd--i|е̄ӣ
ісъ|Ne-s---mn--i|и҃̄съ
маріе|Ne-s---fv--i|М̄арие
обраштьші|V--supafn-si|о̄бращьши
же|Df---------n|же
сѧ|Pk3s---qa--i|сѧ
она|Pd-s---fn--i|о̄на
гла|V-3saia----i|г҃ла
емоу|Pp3s---md--i|е̄мѹ
евреіскъі|Df---------n|е̄вреӣскъи
равві|Nb---------n|равв̄ӣ
еже|Pr-s---nn--i|е̄же
наріцаетъ|V-3spia----i|нарицае̄тъ
сѧ|Pk3s---qa--i|сѧ
оучітелю|Nb-s---mv--i|ѹ̄чітелю
гла|V-3saia----i|г҃ла
еі|Pp3s---fd--i|е̄ӣ
ісъ|Ne-s---mn--i|и҃҅съ
не|Df---------n|не
прікасаі|V-2spma----i|прікасаӣ
сѧ|Pk3s---qa--i|сѧ
мнѣ|Pp1s---md--i|мн̄ѣ
не|Df---------n|не
оу|I----------n|ѹ̄
бо|Df---------n|бо
възідъ|V-1saia----i|възидъ
къ|R----------n|къ
оцоу|Nb-s---md--i|о҃̄цю
моемоу|Ps1s---od--i|мое̄мѹ
іді|V-2spma----i|Ӣди
же|Df---------n|же
кь|R----------n|кь
братіі|Nb-s---fd--i|братиӣ
моеі|Ps1s---fd--i|мое̄ӣ
і|C----------n|ӣ
ръці|V-2spma----i|ръци
імъ|Pp3p---md--i|ӣмъ
въсхождѫ|V-1spia----i|въсхо̄ждѫ
къ|R----------n|къ
оцоу|Nb-s---md--i|о҃̄цю
моемоу|Ps1s---od--i|мое̄мѹ
і|C----------n|ӣ
оцоу|Nb-s---md--i|о҃̄цю
вашемоу|Ps2s---od--i|ваш̄емѹ
і|C----------n|ӣ
боу|Nb-s---md--i|б҃ѹ
моемоу|Ps1s---od--i|мое̄мѹ
і|C----------n|ӣ
боу|Nb-s---md--i|б҃ѹ
вашемоу|Ps2s---od--i|вашемѹ
пріде|V-3saia----i|Приде
маріа|Ne-s---fn--i|маріа̄
магдалъіні|Nb-s---fn--i|магдалъіни
въ|R----------n|въ
звѣштаѭшті|V--sppafn-si|звѣштаѭ̄шті
оученікомъ|Nb-p---md--i|ѹченикомъ
ѣко|G----------n|ѣ̄ко
відѣ|V-3saia----i|видѣ
га|Nb-s---mg--i|г҃а
і|C----------n|ӣ
сі|Pd-p---na--i|сі
рече|V-3saia----i|рече
еі|Pp3s---fd--i|е̄ӣ
сѫшті|V--sppafd-si|Сѫщі
поздѣ|Df-------p-i|позд̄ѣ
въ|R----------n|въ
ть|Pd-s---ma--i|ть
дьнь|Nb-s---ma--i|дьнь
въ|R----------n|въ
едінъ|Ma-s---ma--i|е̄дінъ
сѫботъ|Nb-p---fg--i|сѫботъ
і|C----------n|ӣ
двъремъ|Nb-p---fd--i|двъремъ
затвореномъ|V--puppod-si|затвореномъ
ідеже|Dq---------n|ӣдеже
бѣахѫ|V-3piia----i|бѣа̄хѫ
оученіці|Nb-p---mn--i|ѹ̄ченіці
его|Pp3s---mg--i|е҅го
сьбьрані|V--puppmn-si|сьбьрані
за|R----------n|за
страхъ|Nb-s---ma--i|страхъ
іюдеіскъ|A--s---mapsi|ӣю̄деӣскъ
пріде|V-3saia----i|Приде
ісъ|Ne-s---mn--i|и҃҅съ
і|C----------n|ӣ
ста|V-3saia----i|ста
по|R----------n|по
срѣдѣ|Nb-s---fd--i|срѣдѣ
оученікь|Nb-p---mg--i|ѹ̄ченікь
своіхъ|Pt3p---qg--i|своӣхъ
і|C----------n|ӣ
гла|V-3saia----i|г҃ла
імъ|Pp3p---md--i|ӣмъ
міръ|Nb-s---mn--i|міръ
вамъ|Pp2p---qd--i|вамъ
сѫшті|V--dppafa-si|Сѫщи
поздѣ|Df-------p-i|поздѣ
вь|R----------n|вь
сѫшті|V--sppafd-si|Сѫщи
поздѣ|Df-------p-i|поздѣ
і|C----------n|ӣ
се|Pd-s---na--i|се
рекь|V--supamn-si|рекь
показа|V-3saia----i|Показа
імъ|Pp3p---md--i|имъ
рѫцѣ|Nb-d---fa--i|рѫцѣ
і|C----------n|ӣ
нозѣ|Nb-d---fa--i|ноѕѣ
і|C----------n|ӣ
ребра|Nb-p---na--i|ребра
своѣ|Pt3p---na--i|своѣ
въздрадовашѧ|V-3paia----i|въздрадовашѧ
же|Df---------n|же
сѧ|Pk3s---qa--i|сѧ
оученіці|Nb-p---mn--i|ѹ҅ченици
відѣвъше|V--pupamn-si|відѣвъше
га|Nb-s---mg--i|г҃а
рече|V-3saia----i|рече
же|Df---------n|же
імъ|Pp3p---md--i|ӣмъ
пакъі|Df---------n|пакъи
міръ|Nb-s---mn--i|міръ
вамъ|Pp2p---qd--i|вамъ
ѣко|G----------n|Ѣ̄ко
же|Df---------n|же
посъла|V-3saia----i|посъла
мѧ|Pp1s---ma--i|мѧ
оць|Nb-s---mn--i|о҃҅ць
і|C----------n|ӣ
азь|Pp1s---mn--i|а̄зь
сьлѭ|V-1spia----i|сьлѭ
въі|Pp2p---qa--i|въи
і|C----------n|ӣ
се|Pd-s---na--i|се
рекъ|V--supamn-si|рекъ
доунѫ|V-3saia----i|дѹнѫ
і|C----------n|и
гла|V-3saia----i|г҃ла
імъ|Pp3p---md--i|ӣмъ
пріімѣте|V-2ppma----i|Приӣмѣте
дхъ|Nb-s---mn--i|д҃хъ
сть|A--s---mnpsi|с҃ть
і|C----------n|ӣ
імьже|Pr-p---md--i|ӣмьже
отпоустіте|V-2ppia----i|отпѹстіте
грѣхъі|Nb-p---ma--i|грѣхъі
отпоустѧтъ|V-3ppia----i|отпѹстѧтъ
сѧ|Pk3s---qa--i|сѧ
імъ|Pp3p---md--i|ӣмъ
і|C----------n|ӣ
імъмъже|Pr-p---md--i|ӣмъмъже
дръжіте|V-2ppia----i|дръжіте
дръжѧтъ|V-3ppia----i|дръжѧтъ
сѧ|Pk3s---qa--i|сѧ
імъ|Pp3p---md--i|ӣмъ
ѳома|Ne-s---mn--i|Ѳома
ма|V--spppfn-si|ма
же|Df---------n|же
едінъ|Ma-s---mn--i|е̄дінъ
от|R----------n|от
обою|Ma-d---mg--i|о̄бою̄
на|R----------n|на
десѧте|Ma-s---pl--i|десѧте
наріцаемъі|V--spppmn-wi|наріцае̄мъи
блізнець|Nb-s---mn--i|блізнець
не|Df---------n|не
бѣ|V-3siia----i|бѣ
тоу|Df---------n|тѹ
сь|R----------n|сь
німі|Pp3p---mi--i|німі
егда|Dq---------n|е̄гда
пріде|V-3saia----i|пріде
іс|Ne-s---mn--i|и҃с
глашѧ|V-3paia----i|г҃лашѧ
емоу|Pp3s---md--i|е̄мѹ
дроузіі|A--p---mnpwi|др̇ѹѕіӣ
оученіці|Nb-p---mn--i|ѹ҅чениці
відѣхомъ|V-1paia----i|відѣхомъ
га|Nb-s---mg--i|г҃а
онъ|Pd-s---mn--i|о҅нъ
же|Df---------n|же
рече|V-3saia----i|рече
аште|G----------n|а̄ще
не|Df---------n|не
віждѫ|V-1spia----i|віждѫ
на|R----------n|на
рѫкоу|Nb-d---fl--i|рѫкѹ
его|Pp3s---mg--i|е̄го
ѣзвъі|Nb-p---fa--i|ѣ̄звъі
гвоздіінъіѧ|A--p---fapwi|гв̀озд̄іӣнъіѩ̄
і|C----------n|ӣ
въложѫ|V-1spia----i|въложѫ
пръста|Nb-s---mg--i|пръста
моего|Ps1s---og--i|мое̄го
въ|R----------n|въ
ѣзвѫ|Nb-s---fa--i|ѣ̄звѫ
гвоздіінѫѭ|A--s---fapwi|гвоздіӣнѫѭ̄
і|C----------n|ӣ
въложѫ|V-1spia----i|въложѭ
рѫкѫ|Nb-s---fa--i|рѫкѫ
моѭ|Ps1s---fa--i|моѭ
въ|R----------n|въ
ребра|Nb-p---na--i|ребра
его|Pp3s---mg--i|е̄го
не|Df---------n|не
імѫ|V-1spia----i|ӣмѫ
вѣръі|Nb-s---fg--i|вѣръі
і|C----------n|Ӣ
по|R----------n|по
осмі|Ma-s---fl--i|о̄смі
день|Nb-s---ma--i|день
пакъі|Df---------n|пакъі
бѣахѫ|V-3piia----i|бѣа̄хѫ
оученіці|Nb-p---mn--i|ѹ̄ченици
его|Pp3s---mg--i|е̄го
і|C----------n|ӣ
ѳома|Ne-s---mn--i|ѳома
сь|R----------n|сь
німі|Pp3p---pi--i|німі
пріде|V-3saia----i|Пріде
же|Df---------n|же
ісъ|Ne-s---mn--i|и҃҅съ
двьремъ|Nb-p---fd--i|дв̄ьремъ
затвореномъ|V--puppmd-si|затвореномъ
і|C----------n|ӣ
ста|V-3saia----i|ста
по|R----------n|по
срѣдѣ|Nb-s---fd--i|срѣдѣ
іхъ|Pp3p---mg--i|ӣхъ
